t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254
t1,169.0,3.0,45.0,10.0,0.0,355.0,5.0,191.0,5.0,11.0,4972.0,0.0,19.0,2239.0,1838.0,240.0,0.0,28.0,29.0,4258.0,329.0,19.0,20.0,0.0,3.0,34.0,911.0,2495.0,26.0,9.0,199.0,0.0,1045.0,52.0,212.0,669.0,52.0,39.0,20.0,0.0,0.0,0.0,30088.0,44.0,117.0,533.0,82.0,0.0,224.0,424.0,1.0,0.0,20.0,0.0,0.0,156.0,204813.0,0.0,991.0,3.0,24303.0,4.0,0.0,25.0,130.0,0.0,16.0,60.0,1.0,4811.0,187611.0,170.0,50.0,160.0,214.0,1.0,16.0,0.0,16560.0,22.0,124.0,15.0,18.0,4256.0,8.0,69.0,0.0,2.0,132.0,566.0,392.0,54.0,117.0,1183.0,360.0,54.0,31.0,38.0,0.0,63.0,208660.0,68.0,46.0,0.0,11701.0,22.0,705.0,725.0,109.0,11.0,267.0,87.0,80.0,6.0,244.0,1567.0,1099.0,1.0,6.0,22.0,6.0,7.0,310.0,0.0,3.0,1154.0,9.0,7.0,3341.0,105.0,0.0,0.0,46.0,0.0,0.0,0.0,42.0,11.0,33.0,44.0,130.0,0.0,9.0,332.0,23.0,1079.0,30.0,26.0,13.0,187.0,0.0,620.0,16.0,2.0,544.0,0.0,11.0,38.0,0.0,0.0,193.0,42.0,25.0,1.0,92.0,209.0,7.0,11.0,73.0,7957.0,620.0,1.0,0.0,48.0,454.0,0.0,0.0,135.0,23.0,280.0,37.0,25.0,0.0,759.0,21.0,9.0,305.0,86054.0,87.0,112.0,45601.0,0.0,50.0,17.0,72.0,0.0,34.0,43.0,3223.0,0.0,63.0,11.0,5.0,176.0,48.0,19.0,0.0,0.0,0.0,7.0,9.0,388.0,6.0,40.0,12.0,0.0,0.0,0.0,299.0,28597.0,35.0,0.0,0.0,0.0,17.0,10.0,187161.0,6.0,35.0,32.0,0.0,12.0,8.0,691.0,34.0,139.0,1510.0,11.0,82.0,74.0,169.0,51.0,56.0,0.0,0.0,36402.0,147.0,0.0,493.0,118.0,81.0,34.0,0.0,53.0
t2,1120.0,144.0,577.0,50.0,44.0,481.0,536.0,2434.0,113.0,146.0,23065.0,0.0,93.0,21584.0,16970.0,797.0,0.0,566.0,393.0,36640.0,9102.0,34.0,22.0,11.0,126.0,679.0,5953.0,14819.0,327.0,2.0,2325.0,27.0,1942.0,172.0,1056.0,6670.0,450.0,102.0,102.0,194.0,0.0,54.0,205871.0,161.0,526.0,5577.0,240.0,0.0,2822.0,7681.0,0.0,12.0,31.0,40.0,289.0,577.0,522354.0,0.0,3311.0,157.0,184293.0,137.0,10.0,150.0,501.0,13.0,81.0,158.0,16.0,34903.0,232949.0,1383.0,580.0,2204.0,935.0,8.0,96.0,2.0,127190.0,91.0,621.0,246.0,108.0,34429.0,26.0,413.0,0.0,2.0,2030.0,1984.0,7231.0,562.0,1551.0,11065.0,2113.0,77.0,216.0,174.0,0.0,961.0,620569.0,648.0,496.0,0.0,70576.0,9.0,5657.0,8073.0,1471.0,154.0,2724.0,877.0,339.0,116.0,878.0,12707.0,3023.0,26.0,373.0,532.0,226.0,6.0,4113.0,8.0,71.0,16170.0,125.0,331.0,24578.0,633.0,0.0,0.0,282.0,24.0,0.0,38.0,610.0,86.0,673.0,424.0,1364.0,29.0,407.0,2339.0,466.0,8970.0,415.0,62.0,16.0,1237.0,0.0,3650.0,27.0,51.0,5227.0,0.0,266.0,109.0,4.0,2.0,1893.0,420.0,405.0,25.0,650.0,2348.0,64.0,0.0,819.0,64917.0,3274.0,15.0,0.0,570.0,4086.0,14.0,106.0,1974.0,150.0,1144.0,813.0,624.0,246.0,11575.0,621.0,60.0,1530.0,25941.0,173.0,941.0,49589.0,3.0,83.0,144.0,140.0,47.0,110.0,584.0,23284.0,0.0,887.0,95.0,48.0,2088.0,369.0,85.0,26.0,24.0,12.0,254.0,184.0,2323.0,421.0,130.0,17.0,2.0,6.0,70.0,1067.0,249050.0,482.0,0.0,59.0,0.0,238.0,111.0,329423.0,257.0,219.0,227.0,0.0,376.0,323.0,5538.0,630.0,4377.0,11624.0,5.0,1229.0,1084.0,2629.0,251.0,946.0,20.0,153.0,169253.0,973.0,0.0,6094.0,713.0,332.0,221.0,168.0,721.0
t3,3906.0,504.0,2265.0,294.0,474.0,134.0,3079.0,6857.0,637.0,770.0,22009.0,50.0,970.0,72058.0,81235.0,1143.0,0.0,1948.0,1292.0,85101.0,83840.0,98.0,206.0,388.0,761.0,2793.0,7602.0,12111.0,1089.0,263.0,13579.0,382.0,835.0,627.0,1829.0,11578.0,1798.0,479.0,480.0,620.0,5.0,124.0,285399.0,149.0,1621.0,13510.0,637.0,2.0,9184.0,28099.0,73.0,60.0,13.0,143.0,477.0,1529.0,629400.0,11.0,3853.0,633.0,269910.0,545.0,119.0,947.0,506.0,160.0,450.0,1759.0,4.0,53070.0,89463.0,7123.0,2507.0,6001.0,2156.0,54.0,578.0,0.0,213283.0,628.0,1936.0,2071.0,967.0,78071.0,34.0,711.0,0.0,87.0,3345.0,2362.0,21950.0,3538.0,6397.0,28693.0,5336.0,129.0,983.0,635.0,29.0,4815.0,944920.0,1987.0,1417.0,50.0,52024.0,20.0,12746.0,41111.0,6215.0,946.0,8156.0,3364.0,2000.0,330.0,662.0,24240.0,2836.0,4.0,1274.0,1459.0,1000.0,25.0,14991.0,45.0,670.0,51131.0,245.0,625.0,36064.0,2113.0,0.0,0.0,685.0,123.0,10.0,104.0,2700.0,26.0,2857.0,500.0,4651.0,364.0,1024.0,3134.0,1307.0,22061.0,1551.0,3.0,101.0,1991.0,0.0,15413.0,149.0,74.0,21807.0,10.0,1640.0,531.0,79.0,60.0,5053.0,3675.0,2860.0,7.0,3230.0,4868.0,90.0,14.0,2463.0,136259.0,5363.0,283.0,108.0,3308.0,10248.0,282.0,525.0,10405.0,389.0,324.0,3299.0,3824.0,842.0,36049.0,2284.0,216.0,4006.0,3791.0,347.0,1734.0,8633.0,65.0,120.0,287.0,321.0,388.0,234.0,3349.0,28222.0,29.0,2634.0,351.0,183.0,6366.0,1822.0,166.0,4.0,46.0,62.0,795.0,677.0,8324.0,1845.0,2665.0,180.0,2.0,21.0,98.0,1184.0,554404.0,2510.0,0.0,253.0,26.0,1352.0,479.0,203067.0,1030.0,757.0,1218.0,2.0,2534.0,1288.0,10592.0,3176.0,18734.0,16708.0,345.0,2921.0,5977.0,7792.0,233.0,4082.0,63.0,912.0,124406.0,4653.0,30.0,16659.0,2093.0,543.0,864.0,903.0,2141.0
t4,5553.0,1775.0,7209.0,828.0,1589.0,72.0,8694.0,5450.0,1710.0,1797.0,6733.0,135.0,4035.0,80859.0,210640.0,804.0,7.0,3127.0,2114.0,66621.0,89005.0,282.0,207.0,989.0,1118.0,4530.0,4666.0,3152.0,3066.0,1416.0,57027.0,1704.0,196.0,1722.0,912.0,6300.0,5186.0,1263.0,936.0,818.0,23.0,209.0,125926.0,83.0,2315.0,18815.0,1121.0,3.0,6461.0,26607.0,132.0,152.0,10.0,826.0,296.0,1265.0,312916.0,181.0,2079.0,885.0,104427.0,1107.0,109.0,2167.0,256.0,547.0,1328.0,8767.0,60.0,24392.0,22119.0,12622.0,4026.0,7213.0,1712.0,238.0,1001.0,16.0,117379.0,1564.0,3333.0,3617.0,3991.0,61256.0,313.0,854.0,12.0,361.0,2859.0,1728.0,20560.0,12346.0,7987.0,28845.0,6378.0,171.0,1090.0,812.0,7.0,12260.0,640511.0,6563.0,1532.0,68.0,11600.0,134.0,11303.0,152260.0,6809.0,3796.0,8955.0,5018.0,2574.0,657.0,238.0,15213.0,2490.0,21.0,1907.0,2637.0,3496.0,177.0,31332.0,187.0,3366.0,38485.0,1166.0,1612.0,16286.0,3932.0,25.0,0.0,1486.0,179.0,93.0,86.0,8404.0,140.0,4207.0,1481.0,4488.0,1593.0,1763.0,2028.0,2030.0,15349.0,3554.0,10.0,523.0,1236.0,0.0,43083.0,600.0,46.0,47937.0,7.0,4036.0,536.0,266.0,137.0,6463.0,10912.0,6663.0,29.0,9793.0,3710.0,147.0,524.0,3014.0,90905.0,3432.0,1320.0,81.0,9295.0,8207.0,1259.0,599.0,26640.0,1286.0,23.0,8997.0,6223.0,2457.0,29821.0,1618.0,624.0,5245.0,620.0,272.0,1794.0,1555.0,34.0,150.0,517.0,437.0,393.0,135.0,5126.0,11071.0,19.0,4853.0,660.0,451.0,5418.0,6808.0,255.0,84.0,438.0,175.0,2107.0,665.0,20119.0,2428.0,13302.0,710.0,17.0,18.0,169.0,1376.0,362569.0,6908.0,90.0,1051.0,55.0,4678.0,2084.0,63858.0,2113.0,2437.0,3968.0,87.0,4847.0,2774.0,8138.0,8199.0,17556.0,7427.0,355.0,5161.0,33112.0,7551.0,186.0,11132.0,173.0,3602.0,34695.0,9564.0,328.0,13421.0,3114.0,1046.0,788.0,3467.0,3088.0
t5,6118.0,3695.0,11377.0,1265.0,1799.0,1.0,10076.0,1777.0,1454.0,2487.0,1824.0,127.0,7027.0,33825.0,297401.0,600.0,0.0,1665.0,3129.0,24791.0,16132.0,354.0,77.0,1160.0,2018.0,2126.0,1763.0,701.0,3069.0,1846.0,105738.0,2148.0,38.0,3061.0,362.0,2244.0,7903.0,1114.0,1387.0,372.0,136.0,430.0,29826.0,46.0,1480.0,14189.0,1675.0,69.0,2196.0,7682.0,97.0,242.0,1.0,1138.0,146.0,934.0,92592.0,901.0,1032.0,398.0,26380.0,2253.0,144.0,2459.0,41.0,1716.0,2269.0,21939.0,166.0,5945.0,4777.0,5888.0,2481.0,3484.0,1455.0,287.0,1003.0,178.0,35938.0,1230.0,2269.0,2497.0,4986.0,22640.0,1327.0,568.0,76.0,510.0,1338.0,1238.0,8580.0,21268.0,2809.0,16279.0,4255.0,204.0,894.0,711.0,35.0,10273.0,238537.0,10924.0,669.0,291.0,2661.0,370.0,5453.0,227954.0,3825.0,5650.0,3902.0,3734.0,1439.0,1847.0,85.0,4315.0,1412.0,54.0,1153.0,2188.0,5250.0,193.0,38066.0,646.0,7015.0,11344.0,3151.0,2314.0,4032.0,5157.0,12.0,0.0,1870.0,261.0,26.0,144.0,8038.0,221.0,4157.0,2075.0,1815.0,1706.0,1205.0,1042.0,1955.0,5666.0,3736.0,124.0,1092.0,531.0,0.0,60145.0,1524.0,76.0,40925.0,48.0,2419.0,1453.0,713.0,73.0,4422.0,14566.0,10187.0,85.0,18368.0,1209.0,228.0,1170.0,1093.0,29916.0,1402.0,1861.0,53.0,14095.0,2806.0,3061.0,492.0,46047.0,2191.0,0.0,15227.0,3468.0,3582.0,9541.0,1044.0,942.0,4307.0,237.0,249.0,658.0,140.0,230.0,202.0,978.0,1060.0,574.0,75.0,1806.0,3059.0,249.0,7703.0,802.0,770.0,2582.0,14647.0,267.0,182.0,1007.0,279.0,3632.0,278.0,26415.0,1033.0,20375.0,1071.0,37.0,15.0,222.0,901.0,112034.0,14309.0,57.0,2237.0,96.0,6439.0,6663.0,15069.0,1747.0,2929.0,7842.0,166.0,3878.0,7281.0,3824.0,11952.0,7116.0,1806.0,524.0,3060.0,81038.0,3629.0,217.0,21017.0,420.0,6518.0,7482.0,9337.0,772.0,4967.0,3645.0,1369.0,778.0,4049.0,1848.0
t6,4403.0,2607.0,11344.0,1991.0,1168.0,0.0,6420.0,457.0,305.0,2117.0,237.0,26.0,5506.0,8420.0,215134.0,498.0,27.0,575.0,4580.0,7928.0,1619.0,595.0,28.0,915.0,2497.0,268.0,589.0,277.0,1827.0,1727.0,67179.0,1560.0,19.0,3021.0,212.0,628.0,6628.0,398.0,1650.0,88.0,198.0,493.0,6200.0,0.0,873.0,7881.0,1357.0,347.0,932.0,1746.0,66.0,766.0,210.0,588.0,116.0,626.0,22376.0,1688.0,237.0,144.0,5403.0,2151.0,247.0,1350.0,42.0,2360.0,2163.0,27743.0,40.0,1518.0,1060.0,1971.0,1216.0,826.0,705.0,200.0,547.0,115.0,9742.0,800.0,1297.0,1610.0,2244.0,7230.0,1127.0,502.0,121.0,631.0,591.0,719.0,2603.0,17715.0,644.0,8747.0,1903.0,136.0,529.0,344.0,131.0,6045.0,71107.0,9600.0,257.0,348.0,1106.0,198.0,2614.0,114645.0,1271.0,3449.0,1307.0,1756.0,1007.0,2171.0,0.0,1454.0,549.0,181.0,339.0,874.0,4333.0,239.0,28049.0,854.0,7286.0,2553.0,4233.0,1677.0,1481.0,4280.0,11.0,36.0,1924.0,100.0,0.0,154.0,2820.0,436.0,2808.0,1837.0,421.0,865.0,891.0,189.0,829.0,1593.0,2302.0,568.0,1498.0,143.0,22.0,37648.0,954.0,201.0,15927.0,78.0,1101.0,1361.0,1039.0,51.0,2308.0,8136.0,6056.0,72.0,20703.0,518.0,289.0,1867.0,288.0,8127.0,283.0,1648.0,9.0,8777.0,1447.0,2193.0,761.0,45955.0,1739.0,6.0,12046.0,1387.0,2969.0,2055.0,283.0,1005.0,1820.0,120.0,387.0,148.0,87.0,538.0,99.0,731.0,2095.0,689.0,37.0,416.0,808.0,562.0,7819.0,588.0,597.0,880.0,11648.0,392.0,570.0,2707.0,200.0,3383.0,8.0,21188.0,225.0,9720.0,1068.0,38.0,23.0,290.0,299.0,26020.0,18126.0,173.0,2382.0,175.0,4395.0,12789.0,3817.0,1057.0,2384.0,5257.0,552.0,1761.0,8670.0,1512.0,8825.0,2221.0,432.0,990.0,1214.0,56101.0,1554.0,378.0,18815.0,924.0,3917.0,1838.0,5258.0,1176.0,1298.0,2962.0,850.0,1142.0,1417.0,661.0
t7,2472.0,1221.0,6320.0,1625.0,559.0,0.0,2167.0,117.0,109.0,1195.0,23.0,86.0,2472.0,1923.0,101315.0,139.0,4.0,146.0,5575.0,2061.0,228.0,540.0,35.0,247.0,2439.0,23.0,157.0,152.0,929.0,1054.0,21521.0,526.0,25.0,1953.0,29.0,200.0,3034.0,182.0,909.0,25.0,238.0,204.0,1679.0,0.0,336.0,4116.0,687.0,285.0,184.0,586.0,28.0,841.0,384.0,249.0,86.0,71.0,6709.0,1511.0,29.0,118.0,1091.0,703.0,97.0,419.0,47.0,1460.0,1003.0,17848.0,10.0,480.0,185.0,437.0,273.0,182.0,303.0,441.0,203.0,31.0,2142.0,351.0,499.0,497.0,658.0,1889.0,764.0,537.0,312.0,461.0,149.0,286.0,717.0,8476.0,178.0,3564.0,688.0,112.0,93.0,13.0,335.0,2409.0,20541.0,4864.0,153.0,232.0,438.0,223.0,1674.0,30186.0,495.0,1068.0,381.0,603.0,701.0,2387.0,0.0,569.0,133.0,357.0,28.0,483.0,2442.0,343.0,12878.0,948.0,3492.0,646.0,2955.0,1195.0,496.0,2023.0,54.0,46.0,1066.0,23.0,0.0,191.0,1030.0,390.0,1927.0,879.0,170.0,270.0,643.0,40.0,427.0,463.0,868.0,845.0,866.0,109.0,17.0,13235.0,424.0,262.0,4417.0,30.0,294.0,900.0,819.0,22.0,680.0,2539.0,2568.0,42.0,14051.0,237.0,143.0,1631.0,249.0,1953.0,200.0,1221.0,2.0,4098.0,475.0,780.0,679.0,26387.0,605.0,0.0,5755.0,317.0,1404.0,600.0,48.0,1215.0,810.0,42.0,532.0,157.0,31.0,516.0,172.0,755.0,2030.0,450.0,0.0,69.0,300.0,893.0,4224.0,462.0,341.0,122.0,4931.0,151.0,483.0,2116.0,95.0,1604.0,0.0,12348.0,6.0,2468.0,461.0,70.0,174.0,196.0,61.0,6570.0,13436.0,54.0,1117.0,10.0,1842.0,15455.0,902.0,306.0,1148.0,3145.0,673.0,794.0,4686.0,566.0,3911.0,489.0,113.0,1293.0,284.0,16297.0,533.0,246.0,9611.0,896.0,1594.0,470.0,2015.0,1277.0,194.0,1937.0,298.0,919.0,344.0,65.0
t8,1790.0,473.0,1624.0,1015.0,214.0,0.0,673.0,11.0,3.0,412.0,7.0,83.0,964.0,461.0,37360.0,72.0,7.0,55.0,4926.0,535.0,94.0,256.0,0.0,47.0,1567.0,1.0,15.0,29.0,479.0,345.0,6141.0,302.0,40.0,801.0,1.0,100.0,1438.0,14.0,370.0,20.0,189.0,304.0,381.0,0.0,159.0,1972.0,202.0,314.0,73.0,37.0,11.0,248.0,111.0,99.0,21.0,0.0,1844.0,923.0,13.0,11.0,518.0,238.0,2.0,30.0,2.0,486.0,346.0,8043.0,13.0,45.0,169.0,57.0,14.0,35.0,314.0,400.0,189.0,44.0,618.0,240.0,109.0,225.0,271.0,633.0,103.0,166.0,265.0,35.0,25.0,175.0,326.0,3004.0,1.0,1280.0,468.0,83.0,27.0,3.0,222.0,783.0,5663.0,1828.0,29.0,260.0,67.0,103.0,644.0,7108.0,157.0,209.0,105.0,544.0,333.0,2261.0,0.0,57.0,15.0,223.0,83.0,288.0,712.0,174.0,4203.0,287.0,1093.0,36.0,1259.0,455.0,372.0,521.0,37.0,27.0,478.0,0.0,0.0,141.0,563.0,91.0,848.0,329.0,19.0,36.0,137.0,7.0,127.0,147.0,233.0,367.0,339.0,53.0,0.0,4028.0,79.0,122.0,1508.0,54.0,9.0,206.0,283.0,21.0,192.0,418.0,889.0,39.0,6130.0,191.0,36.0,533.0,189.0,635.0,120.0,357.0,0.0,1232.0,220.0,264.0,532.0,9076.0,99.0,0.0,2418.0,148.0,789.0,241.0,42.0,1225.0,294.0,30.0,358.0,65.0,1.0,327.0,37.0,434.0,1581.0,192.0,0.0,1.0,122.0,1064.0,1447.0,245.0,309.0,19.0,1936.0,155.0,200.0,1212.0,62.0,512.0,0.0,5478.0,0.0,714.0,209.0,166.0,84.0,217.0,20.0,1863.0,6535.0,0.0,216.0,3.0,454.0,9857.0,295.0,165.0,320.0,1002.0,234.0,212.0,1531.0,224.0,1819.0,156.0,60.0,1230.0,93.0,3537.0,50.0,259.0,3974.0,1036.0,367.0,140.0,609.0,462.0,119.0,998.0,110.0,371.0,183.0,40.0
t9,1307.0,106.0,797.0,266.0,68.0,0.0,189.0,32.0,0.0,125.0,4.0,170.0,177.0,49.0,12413.0,81.0,0.0,1.0,3289.0,59.0,48.0,76.0,0.0,30.0,744.0,0.0,60.0,0.0,104.0,70.0,1519.0,54.0,2.0,563.0,26.0,64.0,439.0,0.0,28.0,1.0,196.0,96.0,138.0,13.0,69.0,739.0,60.0,163.0,111.0,18.0,0.0,57.0,13.0,14.0,3.0,0.0,464.0,328.0,0.0,2.0,195.0,188.0,0.0,1.0,0.0,320.0,167.0,2683.0,57.0,79.0,10.0,11.0,0.0,12.0,262.0,63.0,17.0,30.0,264.0,30.0,83.0,26.0,130.0,45.0,39.0,50.0,56.0,96.0,9.0,272.0,175.0,816.0,0.0,553.0,433.0,28.0,0.0,28.0,216.0,231.0,1481.0,808.0,0.0,138.0,28.0,38.0,203.0,1761.0,48.0,210.0,76.0,244.0,156.0,1606.0,0.0,25.0,1.0,11.0,19.0,109.0,326.0,77.0,1196.0,14.0,265.0,6.0,518.0,290.0,113.0,181.0,0.0,0.0,165.0,0.0,0.0,116.0,131.0,25.0,357.0,95.0,0.0,28.0,61.0,4.0,101.0,6.0,32.0,48.0,105.0,47.0,0.0,1095.0,26.0,40.0,262.0,40.0,3.0,66.0,51.0,0.0,33.0,110.0,241.0,49.0,2464.0,39.0,3.0,78.0,211.0,169.0,0.0,104.0,0.0,535.0,231.0,153.0,387.0,3451.0,7.0,0.0,601.0,0.0,91.0,7.0,31.0,305.0,102.0,32.0,208.0,10.0,7.0,90.0,0.0,363.0,664.0,137.0,0.0,0.0,27.0,635.0,679.0,102.0,198.0,0.0,654.0,24.0,3.0,530.0,80.0,99.0,0.0,1997.0,0.0,262.0,157.0,94.0,27.0,105.0,12.0,387.0,3759.0,0.0,51.0,28.0,152.0,4828.0,67.0,22.0,35.0,477.0,24.0,140.0,683.0,173.0,824.0,44.0,0.0,626.0,42.0,603.0,1.0,261.0,1162.0,738.0,102.0,29.0,223.0,52.0,60.0,638.0,30.0,266.0,67.0,17.0
t10,280.0,13.0,349.0,52.0,60.0,0.0,47.0,0.0,0.0,95.0,9.0,14.0,5.0,0.0,3655.0,76.0,0.0,21.0,2294.0,26.0,11.0,116.0,0.0,0.0,468.0,0.0,137.0,0.0,104.0,75.0,404.0,126.0,1.0,202.0,2.0,13.0,80.0,0.0,32.0,0.0,85.0,4.0,20.0,40.0,44.0,192.0,2.0,217.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,3.0,0.0,0.0,75.0,41.0,0.0,2.0,0.0,141.0,153.0,656.0,71.0,85.0,14.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,16.0,169.0,0.0,24.0,3.0,9.0,0.0,2.0,0.0,26.0,0.0,94.0,9.0,231.0,14.0,175.0,136.0,4.0,0.0,0.0,119.0,105.0,387.0,325.0,0.0,34.0,36.0,0.0,112.0,466.0,174.0,12.0,0.0,21.0,49.0,725.0,0.0,0.0,0.0,0.0,0.0,127.0,238.0,0.0,387.0,21.0,108.0,5.0,195.0,65.0,9.0,40.0,0.0,0.0,76.0,0.0,0.0,44.0,18.0,0.0,180.0,32.0,9.0,15.0,14.0,0.0,2.0,35.0,0.0,0.0,62.0,1.0,0.0,212.0,0.0,118.0,28.0,0.0,0.0,54.0,138.0,0.0,4.0,51.0,74.0,50.0,1037.0,0.0,0.0,1.0,9.0,119.0,0.0,28.0,0.0,110.0,66.0,60.0,7.0,1645.0,0.0,0.0,105.0,9.0,13.0,13.0,21.0,60.0,29.0,2.0,133.0,10.0,1.0,10.0,1.0,28.0,130.0,98.0,0.0,0.0,0.0,271.0,389.0,35.0,35.0,0.0,352.0,13.0,0.0,155.0,0.0,14.0,0.0,590.0,0.0,2.0,273.0,9.0,0.0,30.0,1.0,96.0,1536.0,0.0,8.0,7.0,88.0,1581.0,9.0,2.0,6.0,68.0,4.0,20.0,309.0,22.0,263.0,0.0,0.0,227.0,1.0,89.0,0.0,11.0,543.0,411.0,2.0,29.0,35.0,39.0,44.0,193.0,0.0,264.0,0.0,14.0
