t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254
t1,75.0,0.0,18.0,0.0,1.0,483.0,16.0,290.0,2.0,6.0,5010.0,0.0,12.0,2276.0,1927.0,193.0,0.0,39.0,29.0,4907.0,448.0,3.0,49.0,7.0,4.0,29.0,669.0,3108.0,42.0,1.0,141.0,5.0,838.0,51.0,189.0,1153.0,101.0,27.0,50.0,3.0,0.0,33.0,28600.0,22.0,65.0,580.0,124.0,0.0,217.0,784.0,0.0,0.0,0.0,0.0,13.0,217.0,198506.0,0.0,888.0,2.0,22860.0,4.0,0.0,3.0,236.0,0.0,33.0,25.0,0.0,4422.0,188910.0,165.0,17.0,152.0,108.0,15.0,23.0,0.0,16521.0,0.0,84.0,51.0,11.0,4094.0,26.0,112.0,0.0,0.0,208.0,708.0,586.0,59.0,120.0,1203.0,410.0,72.0,8.0,44.0,0.0,106.0,211595.0,17.0,102.0,3.0,12977.0,18.0,579.0,554.0,81.0,1.0,268.0,81.0,21.0,8.0,107.0,1496.0,794.0,0.0,25.0,74.0,10.0,16.0,269.0,0.0,64.0,1554.0,4.0,27.0,3088.0,24.0,0.0,0.0,11.0,12.0,0.0,0.0,25.0,0.0,58.0,94.0,183.0,5.0,4.0,429.0,16.0,1127.0,12.0,45.0,4.0,181.0,0.0,386.0,2.0,6.0,448.0,0.0,3.0,12.0,24.0,4.0,111.0,31.0,12.0,1.0,191.0,310.0,0.0,1.0,7.0,8384.0,580.0,15.0,0.0,6.0,244.0,0.0,0.0,278.0,54.0,372.0,190.0,46.0,0.0,664.0,216.0,14.0,230.0,85976.0,4.0,112.0,46534.0,0.0,1.0,2.0,15.0,1.0,0.0,24.0,2787.0,0.0,34.0,116.0,6.0,147.0,36.0,13.0,0.0,0.0,0.0,8.0,15.0,229.0,48.0,20.0,43.0,0.0,22.0,69.0,262.0,29875.0,87.0,0.0,7.0,0.0,0.0,53.0,191046.0,39.0,43.0,17.0,2.0,26.0,7.0,508.0,134.0,187.0,1886.0,2.0,30.0,154.0,140.0,12.0,176.0,0.0,13.0,36736.0,53.0,0.0,511.0,60.0,0.0,7.0,0.0,164.0
t2,674.0,18.0,361.0,56.0,84.0,504.0,428.0,2784.0,24.0,91.0,24561.0,0.0,346.0,25492.0,19417.0,976.0,0.0,535.0,354.0,36947.0,13157.0,48.0,42.0,19.0,148.0,415.0,5246.0,14304.0,399.0,18.0,1733.0,37.0,1616.0,48.0,1313.0,7669.0,559.0,71.0,163.0,1.0,0.0,17.0,201710.0,249.0,733.0,4879.0,470.0,17.0,3831.0,11337.0,10.0,21.0,3.0,25.0,49.0,616.0,520341.0,1.0,3471.0,196.0,179758.0,116.0,0.0,179.0,607.0,21.0,128.0,481.0,1.0,31548.0,229771.0,1610.0,354.0,1938.0,942.0,5.0,270.0,0.0,128574.0,123.0,405.0,89.0,16.0,29565.0,27.0,458.0,0.0,33.0,1792.0,1683.0,6695.0,1403.0,1298.0,12122.0,2078.0,147.0,188.0,430.0,51.0,1085.0,620710.0,806.0,753.0,0.0,69932.0,33.0,5639.0,5736.0,1233.0,66.0,2481.0,1286.0,307.0,121.0,569.0,11763.0,3274.0,14.0,284.0,429.0,305.0,45.0,3009.0,1.0,447.0,16770.0,144.0,98.0,22054.0,184.0,0.0,0.0,83.0,195.0,0.0,6.0,108.0,0.0,476.0,830.0,1400.0,57.0,268.0,2452.0,225.0,8727.0,206.0,103.0,52.0,770.0,0.0,3267.0,18.0,92.0,5369.0,0.0,258.0,132.0,92.0,35.0,1111.0,505.0,327.0,2.0,1620.0,2611.0,5.0,0.0,563.0,68358.0,3189.0,69.0,28.0,226.0,3450.0,157.0,31.0,2894.0,153.0,571.0,985.0,626.0,252.0,10495.0,547.0,35.0,1941.0,23050.0,201.0,833.0,49622.0,0.0,2.0,78.0,57.0,18.0,19.0,709.0,20393.0,6.0,500.0,122.0,71.0,2002.0,323.0,63.0,48.0,113.0,6.0,134.0,38.0,1939.0,884.0,443.0,111.0,7.0,1.0,132.0,1189.0,240441.0,299.0,10.0,6.0,0.0,190.0,207.0,323633.0,363.0,470.0,346.0,8.0,257.0,65.0,4132.0,1147.0,2814.0,13870.0,34.0,644.0,1001.0,2016.0,172.0,988.0,5.0,123.0,166399.0,942.0,1.0,5925.0,955.0,0.0,214.0,0.0,1409.0
t3,2900.0,349.0,1851.0,364.0,501.0,97.0,2645.0,7014.0,547.0,507.0,20572.0,24.0,1463.0,79888.0,82473.0,1586.0,2.0,1724.0,1524.0,90425.0,100424.0,43.0,108.0,245.0,955.0,3320.0,8584.0,11357.0,937.0,213.0,10349.0,375.0,920.0,231.0,1686.0,12231.0,2722.0,33.0,423.0,16.0,0.0,82.0,287616.0,246.0,2094.0,13305.0,879.0,124.0,10237.0,29690.0,1.0,380.0,77.0,81.0,7.0,1766.0,629545.0,97.0,4485.0,793.0,268848.0,541.0,0.0,1152.0,449.0,215.0,268.0,3472.0,4.0,52323.0,90807.0,5610.0,2419.0,5865.0,1598.0,153.0,734.0,0.0,221392.0,819.0,1289.0,417.0,61.0,70498.0,72.0,557.0,0.0,78.0,3145.0,2684.0,20000.0,5161.0,6265.0,31357.0,6027.0,105.0,734.0,890.0,127.0,4365.0,938289.0,3938.0,1907.0,4.0,52724.0,391.0,12834.0,35824.0,4938.0,462.0,8811.0,4414.0,1019.0,278.0,477.0,22529.0,3512.0,50.0,1264.0,1237.0,2235.0,68.0,11932.0,33.0,1784.0,49066.0,327.0,554.0,36795.0,1193.0,22.0,4.0,591.0,140.0,0.0,8.0,505.0,5.0,2030.0,1796.0,4030.0,201.0,974.0,3734.0,1464.0,22422.0,1385.0,155.0,361.0,1444.0,4.0,15432.0,134.0,153.0,23491.0,17.0,2193.0,459.0,86.0,175.0,5446.0,2847.0,2002.0,29.0,4795.0,4927.0,84.0,100.0,2850.0,137839.0,5366.0,616.0,6.0,2016.0,11439.0,860.0,98.0,9090.0,522.0,185.0,4259.0,4358.0,839.0,35089.0,1754.0,364.0,4568.0,3747.0,152.0,1727.0,8462.0,23.0,6.0,189.0,33.0,125.0,146.0,3949.0,29507.0,170.0,2625.0,227.0,257.0,5788.0,2026.0,412.0,376.0,201.0,45.0,594.0,462.0,8238.0,1951.0,4338.0,513.0,0.0,3.0,155.0,711.0,550708.0,1068.0,38.0,27.0,12.0,1365.0,751.0,199203.0,1125.0,1707.0,1744.0,22.0,1575.0,847.0,9742.0,3270.0,12857.0,17509.0,85.0,3820.0,5551.0,6352.0,433.0,3703.0,43.0,550.0,120386.0,5227.0,1.0,17896.0,2102.0,12.0,399.0,125.0,3531.0
t4,4653.0,2278.0,6529.0,1197.0,920.0,33.0,7394.0,5110.0,917.0,1802.0,6047.0,26.0,4388.0,74595.0,225320.0,693.0,77.0,2453.0,3470.0,67968.0,78134.0,36.0,58.0,740.0,1814.0,4952.0,4328.0,3496.0,2307.0,640.0,40332.0,1317.0,369.0,1268.0,1167.0,6397.0,5171.0,37.0,844.0,265.0,1.0,358.0,127662.0,294.0,2489.0,18853.0,1910.0,93.0,7068.0,22341.0,30.0,472.0,164.0,709.0,0.0,1483.0,317818.0,705.0,2696.0,1078.0,111072.0,998.0,129.0,1716.0,77.0,1540.0,929.0,15604.0,43.0,26337.0,24875.0,9553.0,3966.0,6096.0,2103.0,231.0,631.0,3.0,115043.0,1574.0,3576.0,1738.0,761.0,58872.0,437.0,608.0,35.0,273.0,2888.0,2279.0,20800.0,12195.0,7434.0,28636.0,6353.0,136.0,1577.0,902.0,87.0,9527.0,628958.0,8373.0,1493.0,144.0,12676.0,766.0,10632.0,141547.0,5936.0,3796.0,9041.0,6082.0,1470.0,931.0,149.0,15413.0,1986.0,23.0,1513.0,2450.0,4470.0,135.0,27258.0,364.0,5199.0,35494.0,708.0,2279.0,16422.0,2959.0,173.0,0.0,1387.0,21.0,0.0,252.0,2617.0,14.0,3594.0,1321.0,4865.0,697.0,1402.0,1932.0,2886.0,16264.0,2805.0,114.0,1108.0,1526.0,16.0,45596.0,646.0,190.0,47819.0,66.0,5472.0,1029.0,116.0,135.0,7265.0,9450.0,5927.0,21.0,14030.0,3362.0,190.0,562.0,2773.0,92077.0,3167.0,1435.0,15.0,10831.0,8581.0,2621.0,344.0,23646.0,1819.0,84.0,10825.0,6512.0,1885.0,30652.0,2179.0,567.0,5330.0,582.0,189.0,1878.0,1261.0,48.0,55.0,334.0,532.0,649.0,323.0,5189.0,12680.0,354.0,6183.0,714.0,421.0,5748.0,6347.0,693.0,957.0,430.0,131.0,1979.0,671.0,23777.0,1863.0,16214.0,1301.0,92.0,4.0,662.0,887.0,373215.0,4929.0,49.0,301.0,60.0,3420.0,3529.0,63944.0,1855.0,2461.0,5487.0,255.0,3724.0,2690.0,8375.0,6937.0,19477.0,6140.0,853.0,5075.0,29123.0,8507.0,723.0,8310.0,120.0,2883.0,34799.0,9416.0,124.0,13225.0,3312.0,92.0,887.0,1011.0,2277.0
t5,6308.0,3278.0,11057.0,2155.0,1257.0,48.0,11022.0,2162.0,1095.0,2867.0,1521.0,34.0,5201.0,29367.0,310375.0,804.0,57.0,1481.0,5537.0,23964.0,11794.0,103.0,31.0,1265.0,2060.0,1762.0,1774.0,859.0,3309.0,1661.0,99447.0,2225.0,157.0,1963.0,518.0,2090.0,6539.0,361.0,1272.0,344.0,50.0,417.0,32576.0,153.0,1166.0,13938.0,1728.0,160.0,2776.0,6988.0,39.0,411.0,317.0,1274.0,16.0,632.0,94041.0,1768.0,846.0,570.0,28255.0,1677.0,226.0,1176.0,8.0,2686.0,1397.0,30630.0,318.0,6823.0,6580.0,6207.0,2511.0,2843.0,1369.0,124.0,379.0,1.0,34155.0,1428.0,2995.0,3582.0,2832.0,24121.0,1176.0,599.0,209.0,829.0,1755.0,1095.0,9050.0,19617.0,2557.0,15825.0,3872.0,41.0,950.0,375.0,57.0,11385.0,235152.0,11479.0,573.0,282.0,2673.0,441.0,4980.0,226238.0,4012.0,6264.0,4642.0,3424.0,1404.0,2364.0,0.0,5186.0,727.0,165.0,961.0,1535.0,5643.0,25.0,35786.0,1031.0,7297.0,10855.0,2415.0,2935.0,4609.0,5910.0,113.0,1.0,1683.0,42.0,0.0,255.0,9114.0,45.0,5266.0,1534.0,1603.0,968.0,1565.0,517.0,2158.0,5136.0,3650.0,327.0,1443.0,838.0,0.0,61923.0,923.0,120.0,39589.0,128.0,2495.0,1227.0,609.0,113.0,4194.0,13655.0,11318.0,9.0,23902.0,1564.0,290.0,1022.0,1540.0,32139.0,1213.0,1566.0,28.0,17876.0,3187.0,2530.0,420.0,48233.0,2541.0,26.0,12533.0,2935.0,3224.0,10235.0,996.0,795.0,2974.0,113.0,363.0,859.0,303.0,62.0,88.0,967.0,1171.0,971.0,82.0,1402.0,2893.0,432.0,8956.0,1043.0,1009.0,2576.0,11225.0,567.0,547.0,754.0,276.0,3172.0,324.0,30374.0,1010.0,18989.0,1097.0,28.0,15.0,666.0,507.0,110318.0,12545.0,41.0,1161.0,72.0,6115.0,7521.0,15124.0,2004.0,2870.0,7042.0,702.0,3572.0,5521.0,4933.0,9326.0,10457.0,1977.0,1256.0,3627.0,70913.0,4236.0,273.0,12914.0,415.0,7339.0,7907.0,8124.0,874.0,4535.0,3811.0,345.0,1113.0,3893.0,907.0
t6,4526.0,2378.0,11575.0,2195.0,827.0,19.0,6759.0,639.0,1037.0,2140.0,393.0,222.0,4946.0,8300.0,219462.0,184.0,1.0,857.0,6840.0,6175.0,1315.0,298.0,64.0,856.0,2994.0,518.0,578.0,247.0,2522.0,1831.0,81662.0,1672.0,87.0,2171.0,79.0,727.0,4981.0,368.0,1063.0,527.0,110.0,578.0,7876.0,84.0,521.0,7762.0,691.0,180.0,649.0,1223.0,67.0,329.0,231.0,549.0,0.0,43.0,23867.0,1540.0,545.0,83.0,6419.0,1787.0,147.0,842.0,71.0,1822.0,1539.0,22771.0,455.0,1361.0,2008.0,2006.0,1552.0,861.0,978.0,160.0,157.0,3.0,8237.0,809.0,1167.0,3474.0,5551.0,6767.0,1221.0,1074.0,155.0,673.0,553.0,206.0,3121.0,16192.0,611.0,8043.0,2063.0,89.0,311.0,127.0,158.0,6836.0,69020.0,7346.0,188.0,365.0,1163.0,149.0,2500.0,117306.0,1477.0,3547.0,1090.0,1496.0,1419.0,3073.0,0.0,951.0,107.0,153.0,321.0,1146.0,3645.0,100.0,27301.0,1495.0,5704.0,2476.0,3001.0,1774.0,944.0,5343.0,9.0,0.0,1965.0,9.0,1.0,231.0,8793.0,469.0,3864.0,930.0,552.0,1338.0,1222.0,87.0,681.0,1581.0,2066.0,540.0,1673.0,224.0,0.0,37297.0,586.0,19.0,16833.0,45.0,628.0,928.0,1344.0,1.0,1436.0,8864.0,8150.0,27.0,20188.0,210.0,439.0,670.0,446.0,8523.0,494.0,1452.0,1.0,11564.0,1173.0,1765.0,734.0,51991.0,1153.0,4.0,9174.0,736.0,2735.0,2112.0,655.0,1475.0,2250.0,99.0,477.0,105.0,194.0,206.0,27.0,1063.0,2152.0,1261.0,3.0,201.0,519.0,449.0,7548.0,972.0,996.0,727.0,12306.0,165.0,136.0,1497.0,423.0,3419.0,25.0,21386.0,164.0,7457.0,549.0,121.0,99.0,205.0,163.0,25888.0,20447.0,7.0,2630.0,45.0,5509.0,11098.0,3687.0,1158.0,1823.0,5475.0,330.0,1916.0,7705.0,1668.0,7561.0,3496.0,730.0,1316.0,1143.0,56650.0,1501.0,111.0,13638.0,745.0,5066.0,2053.0,5010.0,1272.0,1155.0,2542.0,1661.0,1066.0,3161.0,372.0
t7,2411.0,1019.0,6885.0,1526.0,737.0,11.0,2641.0,147.0,760.0,1648.0,77.0,214.0,2357.0,1819.0,97044.0,43.0,58.0,341.0,6535.0,1282.0,164.0,561.0,0.0,271.0,2973.0,120.0,73.0,129.0,1026.0,1771.0,29769.0,679.0,0.0,1910.0,65.0,357.0,3118.0,169.0,732.0,349.0,274.0,268.0,1676.0,120.0,257.0,3773.0,179.0,111.0,134.0,284.0,41.0,463.0,110.0,256.0,0.0,22.0,5352.0,1484.0,112.0,63.0,1593.0,730.0,88.0,292.0,73.0,645.0,1512.0,10544.0,90.0,257.0,275.0,424.0,672.0,358.0,340.0,353.0,125.0,22.0,2309.0,255.0,445.0,1495.0,2436.0,1716.0,812.0,1002.0,36.0,412.0,86.0,94.0,925.0,7829.0,71.0,3516.0,586.0,43.0,7.0,23.0,317.0,3060.0,18944.0,3679.0,10.0,313.0,285.0,110.0,1368.0,33446.0,483.0,901.0,314.0,516.0,882.0,2755.0,0.0,266.0,10.0,230.0,96.0,380.0,1390.0,24.0,12736.0,807.0,3004.0,525.0,3496.0,945.0,275.0,2536.0,6.0,19.0,1319.0,3.0,115.0,219.0,2409.0,719.0,1751.0,493.0,152.0,1146.0,576.0,13.0,244.0,506.0,500.0,279.0,810.0,56.0,9.0,14002.0,513.0,136.0,5759.0,19.0,57.0,644.0,802.0,4.0,698.0,3888.0,2785.0,18.0,9628.0,68.0,362.0,1015.0,56.0,2202.0,114.0,805.0,0.0,4024.0,257.0,998.0,1234.0,27222.0,223.0,0.0,4943.0,233.0,1511.0,370.0,246.0,1117.0,773.0,28.0,954.0,55.0,90.0,248.0,44.0,809.0,1682.0,693.0,0.0,44.0,96.0,996.0,3405.0,580.0,504.0,102.0,6751.0,97.0,92.0,1275.0,380.0,1585.0,18.0,10623.0,15.0,1753.0,236.0,230.0,202.0,4.0,172.0,6046.0,17362.0,9.0,1887.0,0.0,2118.0,11025.0,981.0,368.0,1149.0,2398.0,160.0,1048.0,6053.0,723.0,4812.0,850.0,162.0,838.0,297.0,19873.0,504.0,19.0,10376.0,533.0,1176.0,492.0,2067.0,1273.0,198.0,1753.0,1643.0,718.0,1290.0,226.0
t8,1656.0,262.0,2744.0,811.0,432.0,0.0,880.0,159.0,294.0,910.0,42.0,69.0,918.0,632.0,30876.0,10.0,76.0,128.0,5537.0,407.0,83.0,474.0,0.0,177.0,1735.0,95.0,118.0,24.0,601.0,962.0,7714.0,240.0,16.0,1387.0,19.0,178.0,1246.0,291.0,595.0,43.0,293.0,89.0,425.0,113.0,139.0,1123.0,32.0,312.0,1.0,48.0,135.0,206.0,48.0,148.0,2.0,0.0,1605.0,425.0,34.0,79.0,422.0,239.0,40.0,119.0,4.0,178.0,1103.0,3139.0,1.0,58.0,151.0,29.0,76.0,44.0,137.0,260.0,10.0,93.0,530.0,104.0,183.0,602.0,714.0,329.0,221.0,865.0,7.0,81.0,157.0,67.0,236.0,2850.0,39.0,1384.0,217.0,8.0,0.0,0.0,217.0,943.0,5031.0,1926.0,0.0,382.0,29.0,51.0,629.0,7696.0,118.0,110.0,109.0,189.0,287.0,2002.0,0.0,63.0,0.0,132.0,43.0,53.0,612.0,76.0,5615.0,184.0,902.0,197.0,1764.0,114.0,136.0,790.0,1.0,26.0,813.0,0.0,100.0,77.0,508.0,310.0,451.0,173.0,6.0,215.0,78.0,0.0,56.0,193.0,144.0,146.0,280.0,35.0,4.0,4381.0,304.0,84.0,1673.0,0.0,53.0,194.0,94.0,66.0,252.0,1116.0,742.0,91.0,3825.0,19.0,90.0,593.0,72.0,366.0,0.0,385.0,0.0,1035.0,51.0,286.0,1075.0,10749.0,57.0,0.0,1836.0,58.0,511.0,43.0,197.0,662.0,290.0,0.0,792.0,0.0,34.0,564.0,117.0,196.0,1320.0,133.0,0.0,1.0,58.0,888.0,1045.0,253.0,280.0,12.0,2469.0,38.0,16.0,650.0,189.0,350.0,0.0,4459.0,0.0,493.0,133.0,16.0,134.0,21.0,100.0,2034.0,8151.0,10.0,1036.0,4.0,615.0,7618.0,390.0,40.0,299.0,740.0,10.0,263.0,2721.0,242.0,2345.0,128.0,22.0,330.0,420.0,4830.0,290.0,0.0,6521.0,523.0,322.0,294.0,728.0,256.0,27.0,897.0,642.0,164.0,249.0,14.0
t9,1082.0,8.0,914.0,300.0,237.0,0.0,224.0,104.0,164.0,296.0,0.0,6.0,591.0,341.0,9547.0,0.0,33.0,56.0,3613.0,217.0,22.0,477.0,0.0,194.0,898.0,60.0,99.0,0.0,110.0,550.0,2137.0,107.0,28.0,974.0,0.0,19.0,526.0,558.0,301.0,0.0,61.0,81.0,43.0,21.0,29.0,283.0,78.0,243.0,0.0,69.0,131.0,20.0,111.0,60.0,0.0,0.0,517.0,167.0,18.0,18.0,64.0,214.0,5.0,103.0,0.0,0.0,388.0,903.0,1.0,9.0,17.0,14.0,4.0,8.0,3.0,154.0,0.0,259.0,132.0,68.0,108.0,69.0,240.0,34.0,57.0,413.0,40.0,114.0,51.0,15.0,146.0,1115.0,0.0,524.0,25.0,18.0,0.0,0.0,59.0,197.0,1726.0,600.0,0.0,157.0,12.0,0.0,314.0,2041.0,89.0,36.0,2.0,75.0,194.0,1180.0,0.0,0.0,0.0,12.0,31.0,21.0,144.0,70.0,1975.0,3.0,535.0,125.0,395.0,115.0,2.0,169.0,6.0,104.0,513.0,2.0,7.0,76.0,26.0,84.0,178.0,3.0,2.0,37.0,0.0,0.0,10.0,66.0,31.0,49.0,273.0,4.0,0.0,1564.0,44.0,2.0,554.0,0.0,0.0,22.0,31.0,65.0,91.0,223.0,117.0,33.0,1505.0,0.0,29.0,342.0,141.0,53.0,0.0,166.0,0.0,116.0,9.0,99.0,1007.0,3707.0,0.0,0.0,779.0,2.0,88.0,11.0,72.0,424.0,150.0,0.0,306.0,5.0,22.0,710.0,62.0,101.0,724.0,16.0,0.0,0.0,24.0,709.0,278.0,28.0,9.0,69.0,471.0,24.0,0.0,331.0,56.0,328.0,0.0,1761.0,0.0,75.0,80.0,27.0,63.0,0.0,39.0,492.0,3538.0,18.0,479.0,1.0,112.0,5381.0,72.0,0.0,30.0,326.0,0.0,66.0,816.0,120.0,1225.0,8.0,0.0,172.0,166.0,929.0,63.0,0.0,3274.0,376.0,121.0,59.0,133.0,6.0,2.0,420.0,104.0,50.0,41.0,0.0
t10,552.0,0.0,185.0,11.0,168.0,0.0,86.0,39.0,111.0,47.0,0.0,22.0,146.0,158.0,3240.0,0.0,55.0,43.0,1572.0,105.0,0.0,208.0,0.0,65.0,468.0,0.0,5.0,1.0,57.0,295.0,903.0,19.0,0.0,542.0,0.0,0.0,407.0,344.0,153.0,0.0,12.0,215.0,17.0,0.0,4.0,82.0,2.0,120.0,0.0,21.0,32.0,0.0,52.0,25.0,0.0,0.0,262.0,3.0,0.0,0.0,19.0,90.0,12.0,49.0,0.0,1.0,98.0,501.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,66.0,0.0,84.0,56.0,10.0,167.0,2.0,22.0,19.0,91.0,37.0,0.0,48.0,11.0,0.0,7.0,560.0,0.0,139.0,22.0,66.0,0.0,0.0,54.0,20.0,624.0,180.0,0.0,111.0,0.0,2.0,184.0,359.0,0.0,0.0,0.0,57.0,71.0,599.0,0.0,4.0,0.0,27.0,30.0,1.0,24.0,32.0,708.0,0.0,59.0,34.0,142.0,15.0,0.0,32.0,0.0,102.0,249.0,10.0,0.0,0.0,19.0,2.0,177.0,0.0,0.0,0.0,28.0,0.0,2.0,6.0,32.0,98.0,135.0,0.0,0.0,459.0,0.0,38.0,363.0,0.0,0.0,0.0,28.0,0.0,3.0,7.0,43.0,45.0,847.0,0.0,21.0,105.0,3.0,70.0,0.0,78.0,0.0,11.0,0.0,34.0,587.0,1281.0,0.0,0.0,246.0,0.0,15.0,0.0,3.0,492.0,50.0,16.0,117.0,5.0,0.0,187.0,0.0,61.0,157.0,2.0,0.0,0.0,0.0,219.0,227.0,0.0,3.0,29.0,344.0,0.0,0.0,301.0,7.0,126.0,0.0,610.0,0.0,28.0,2.0,6.0,34.0,0.0,30.0,305.0,1351.0,0.0,29.0,5.0,7.0,2847.0,0.0,0.0,0.0,98.0,26.0,0.0,44.0,75.0,554.0,0.0,1.0,76.0,13.0,260.0,4.0,15.0,1737.0,183.0,111.0,0.0,43.0,0.0,0.0,297.0,3.0,10.0,0.0,0.0
