t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254
t1,42.0,22.0,17.0,12.0,3.0,387.0,77.0,216.0,19.0,17.0,5561.0,0.0,31.0,2416.0,1812.0,108.0,0.0,28.0,62.0,4235.0,416.0,6.0,60.0,21.0,3.0,43.0,933.0,2733.0,14.0,9.0,71.0,0.0,922.0,32.0,289.0,703.0,48.0,89.0,14.0,0.0,3.0,0.0,30932.0,4.0,76.0,785.0,32.0,0.0,219.0,650.0,0.0,0.0,0.0,0.0,27.0,171.0,203820.0,14.0,901.0,30.0,22549.0,60.0,0.0,43.0,138.0,9.0,7.0,44.0,2.0,4536.0,185360.0,21.0,96.0,113.0,53.0,0.0,203.0,0.0,17020.0,71.0,32.0,30.0,0.0,3948.0,2.0,61.0,0.0,0.0,123.0,546.0,434.0,46.0,145.0,1396.0,438.0,128.0,45.0,18.0,10.0,41.0,216228.0,55.0,237.0,0.0,12068.0,1.0,668.0,871.0,196.0,5.0,307.0,73.0,48.0,6.0,192.0,1495.0,857.0,0.0,1.0,1.0,30.0,1.0,101.0,0.0,0.0,1104.0,20.0,8.0,3284.0,49.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,117.0,48.0,243.0,52.0,9.0,593.0,60.0,1310.0,59.0,32.0,9.0,169.0,0.0,610.0,28.0,5.0,386.0,0.0,313.0,27.0,0.0,0.0,170.0,76.0,98.0,0.0,25.0,351.0,0.0,0.0,80.0,8747.0,811.0,0.0,0.0,31.0,229.0,2.0,0.0,163.0,3.0,434.0,91.0,39.0,9.0,901.0,342.0,16.0,52.0,87481.0,0.0,118.0,45624.0,0.0,1.0,1.0,0.0,7.0,0.0,15.0,2912.0,0.0,43.0,22.0,10.0,242.0,49.0,8.0,0.0,0.0,3.0,8.0,16.0,130.0,63.0,65.0,0.0,0.0,0.0,0.0,252.0,28474.0,58.0,6.0,4.0,0.0,1.0,118.0,192752.0,8.0,32.0,4.0,0.0,61.0,0.0,705.0,88.0,221.0,1259.0,0.0,202.0,66.0,86.0,83.0,9.0,10.0,0.0,37846.0,40.0,0.0,562.0,67.0,0.0,12.0,0.0,51.0
t2,691.0,46.0,421.0,60.0,55.0,331.0,676.0,2430.0,221.0,144.0,25109.0,0.0,369.0,23219.0,22173.0,1162.0,0.0,500.0,331.0,36125.0,11729.0,11.0,49.0,41.0,61.0,400.0,4901.0,13147.0,222.0,54.0,1689.0,57.0,2261.0,201.0,1382.0,5373.0,515.0,331.0,211.0,5.0,49.0,9.0,219768.0,23.0,512.0,6663.0,211.0,0.0,2727.0,8614.0,36.0,30.0,3.0,0.0,5.0,694.0,549223.0,3.0,3948.0,196.0,183117.0,307.0,0.0,304.0,529.0,54.0,164.0,628.0,45.0,33269.0,231338.0,811.0,1038.0,2316.0,964.0,0.0,538.0,0.0,131223.0,182.0,306.0,214.0,10.0,31927.0,50.0,415.0,10.0,8.0,1302.0,1830.0,6193.0,982.0,1493.0,14594.0,1887.0,271.0,405.0,39.0,138.0,498.0,639029.0,531.0,981.0,1.0,69477.0,63.0,4871.0,7056.0,1554.0,109.0,2375.0,1355.0,422.0,89.0,388.0,11815.0,3237.0,1.0,406.0,45.0,256.0,3.0,2053.0,16.0,122.0,17364.0,116.0,163.0,23149.0,386.0,0.0,8.0,211.0,2.0,0.0,4.0,135.0,4.0,1104.0,484.0,1469.0,406.0,382.0,3835.0,121.0,11153.0,545.0,2.0,37.0,991.0,0.0,5384.0,52.0,91.0,3632.0,0.0,1187.0,246.0,23.0,5.0,1331.0,175.0,1118.0,14.0,236.0,2188.0,60.0,13.0,412.0,64681.0,3325.0,25.0,0.0,924.0,3380.0,61.0,73.0,1698.0,132.0,865.0,1614.0,1117.0,269.0,11525.0,1281.0,123.0,985.0,25706.0,37.0,610.0,50451.0,0.0,19.0,121.0,12.0,17.0,1.0,349.0,19805.0,17.0,708.0,59.0,48.0,2400.0,551.0,140.0,0.0,24.0,117.0,213.0,77.0,2110.0,313.0,913.0,31.0,0.0,0.0,0.0,1068.0,243234.0,756.0,3.0,19.0,0.0,89.0,556.0,325928.0,189.0,406.0,193.0,39.0,448.0,126.0,5105.0,631.0,4194.0,11110.0,34.0,1686.0,833.0,1625.0,359.0,569.0,22.0,54.0,168752.0,1094.0,210.0,5724.0,761.0,12.0,130.0,17.0,1312.0
t3,3987.0,154.0,2222.0,286.0,202.0,187.0,3135.0,6672.0,870.0,704.0,19148.0,14.0,1861.0,72685.0,99261.0,1649.0,0.0,1637.0,1287.0,90094.0,90900.0,26.0,86.0,96.0,432.0,3964.0,7890.0,11362.0,732.0,529.0,11631.0,303.0,1004.0,304.0,1783.0,11683.0,1497.0,338.0,687.0,207.0,8.0,60.0,292347.0,14.0,2074.0,16175.0,771.0,33.0,8705.0,28950.0,14.0,61.0,0.0,67.0,9.0,2151.0,633999.0,25.0,5211.0,570.0,271087.0,369.0,68.0,1364.0,239.0,186.0,568.0,3453.0,125.0,53182.0,92722.0,6035.0,3101.0,6799.0,2681.0,152.0,638.0,30.0,218413.0,564.0,1718.0,1354.0,162.0,71590.0,71.0,940.0,183.0,56.0,3355.0,2326.0,19101.0,4696.0,5660.0,29292.0,6504.0,324.0,1018.0,91.0,314.0,3251.0,944448.0,1920.0,1634.0,11.0,49312.0,196.0,11912.0,41437.0,4483.0,1005.0,7203.0,4715.0,1117.0,222.0,597.0,23313.0,3300.0,8.0,1512.0,539.0,909.0,0.0,11113.0,14.0,662.0,49227.0,592.0,536.0,35875.0,1814.0,0.0,4.0,508.0,11.0,28.0,31.0,1108.0,7.0,2752.0,1159.0,4433.0,1512.0,862.0,4535.0,996.0,21980.0,1991.0,20.0,65.0,1389.0,0.0,21161.0,154.0,169.0,16831.0,19.0,3562.0,371.0,18.0,67.0,4352.0,2102.0,3328.0,21.0,1250.0,4300.0,207.0,89.0,2152.0,135585.0,4856.0,224.0,3.0,6008.0,10269.0,324.0,277.0,6579.0,262.0,225.0,4774.0,4174.0,661.0,35510.0,1994.0,568.0,4237.0,3628.0,109.0,1541.0,8986.0,1.0,68.0,323.0,156.0,140.0,87.0,2792.0,29648.0,123.0,2080.0,222.0,172.0,6438.0,2479.0,272.0,1.0,17.0,93.0,1292.0,244.0,8153.0,1345.0,6025.0,243.0,2.0,1.0,123.0,1261.0,545074.0,3325.0,35.0,321.0,6.0,781.0,1497.0,192312.0,1004.0,1168.0,945.0,21.0,1863.0,744.0,11444.0,3529.0,17331.0,17469.0,157.0,3989.0,5713.0,6015.0,394.0,3458.0,121.0,604.0,119842.0,4681.0,702.0,18391.0,2023.0,140.0,388.0,53.0,3992.0
t4,6989.0,1098.0,9000.0,1030.0,415.0,117.0,8701.0,5524.0,1348.0,2129.0,5538.0,28.0,4687.0,80448.0,243250.0,1061.0,0.0,2309.0,3446.0,69684.0,82295.0,43.0,82.0,418.0,1337.0,5403.0,4644.0,3558.0,2221.0,1550.0,45220.0,1323.0,347.0,633.0,856.0,8319.0,4340.0,401.0,1090.0,429.0,44.0,227.0,118940.0,88.0,3166.0,18982.0,1296.0,131.0,8297.0,25021.0,37.0,902.0,30.0,534.0,15.0,1735.0,303940.0,100.0,2509.0,746.0,108000.0,1462.0,76.0,2609.0,40.0,398.0,723.0,10824.0,280.0,24375.0,23727.0,11162.0,4264.0,5859.0,2614.0,188.0,1010.0,63.0,112525.0,769.0,2252.0,2446.0,613.0,59158.0,326.0,1186.0,292.0,367.0,3489.0,1972.0,20825.0,13129.0,7711.0,26039.0,7856.0,304.0,1006.0,531.0,257.0,8146.0,623499.0,6827.0,1173.0,130.0,11748.0,495.0,11667.0,154488.0,6650.0,3809.0,9489.0,5947.0,2312.0,376.0,289.0,14677.0,2436.0,4.0,1503.0,2311.0,3169.0,110.0,25889.0,134.0,2629.0,36078.0,1792.0,1668.0,18414.0,4582.0,146.0,0.0,812.0,54.0,13.0,150.0,5193.0,33.0,4593.0,1868.0,5210.0,2190.0,1247.0,1603.0,2062.0,14692.0,3609.0,284.0,778.0,880.0,2.0,47647.0,418.0,199.0,41442.0,71.0,2885.0,658.0,260.0,91.0,6158.0,8829.0,9200.0,57.0,5668.0,4530.0,306.0,551.0,3778.0,92272.0,2950.0,652.0,123.0,16353.0,9240.0,1089.0,612.0,20573.0,772.0,15.0,10101.0,6027.0,1877.0,29080.0,1793.0,1200.0,5725.0,533.0,333.0,1676.0,1137.0,22.0,94.0,427.0,710.0,435.0,189.0,5502.0,12384.0,353.0,6613.0,524.0,453.0,5099.0,6113.0,406.0,209.0,35.0,104.0,2763.0,528.0,19839.0,1951.0,17483.0,628.0,7.0,0.0,238.0,832.0,353962.0,9571.0,81.0,802.0,32.0,3067.0,3034.0,58678.0,2001.0,2607.0,3496.0,165.0,4663.0,3116.0,8423.0,8168.0,18961.0,7530.0,487.0,5147.0,32440.0,7372.0,166.0,9465.0,416.0,3308.0,32003.0,9131.0,945.0,14072.0,3207.0,217.0,806.0,573.0,2928.0
t5,5577.0,3043.0,14139.0,1604.0,1135.0,12.0,11001.0,1765.0,780.0,3433.0,1054.0,46.0,5489.0,34557.0,307789.0,448.0,45.0,1534.0,6540.0,26009.0,13718.0,48.0,212.0,910.0,2967.0,1725.0,1550.0,903.0,3701.0,2039.0,99631.0,2008.0,46.0,1667.0,218.0,2629.0,7696.0,339.0,1172.0,852.0,46.0,449.0,29691.0,37.0,1991.0,13302.0,1106.0,290.0,2647.0,7587.0,68.0,1309.0,155.0,1051.0,14.0,583.0,85318.0,978.0,560.0,490.0,26524.0,2214.0,128.0,1650.0,71.0,1403.0,948.0,24969.0,306.0,6042.0,5985.0,6102.0,2206.0,2336.0,1727.0,334.0,855.0,58.0,32985.0,1105.0,2542.0,2656.0,1763.0,21979.0,1133.0,651.0,109.0,1028.0,1530.0,1046.0,10545.0,22199.0,2781.0,15374.0,4158.0,133.0,685.0,561.0,88.0,10364.0,225820.0,12604.0,279.0,623.0,2668.0,838.0,6250.0,222075.0,4197.0,6336.0,4364.0,3001.0,2376.0,671.0,175.0,4951.0,739.0,287.0,822.0,3043.0,4748.0,35.0,34402.0,571.0,6431.0,11479.0,2874.0,2584.0,4673.0,6627.0,80.0,0.0,1751.0,249.0,6.0,145.0,9062.0,112.0,5073.0,1204.0,2205.0,1075.0,1532.0,325.0,1652.0,5317.0,2607.0,688.0,1427.0,681.0,0.0,55712.0,771.0,245.0,42623.0,143.0,1038.0,1400.0,657.0,81.0,3600.0,12966.0,9445.0,138.0,17287.0,2117.0,481.0,1009.0,1993.0,31898.0,1020.0,1715.0,106.0,16309.0,3794.0,2251.0,1111.0,41845.0,929.0,0.0,13376.0,2880.0,2791.0,9214.0,1001.0,1476.0,4365.0,196.0,365.0,917.0,193.0,216.0,216.0,894.0,1707.0,454.0,56.0,2122.0,3208.0,579.0,10654.0,508.0,827.0,1950.0,11624.0,571.0,318.0,332.0,260.0,2818.0,407.0,31508.0,1278.0,15447.0,978.0,1.0,3.0,239.0,274.0,112086.0,18837.0,22.0,841.0,63.0,7061.0,6577.0,13827.0,1447.0,2534.0,8477.0,679.0,3616.0,7781.0,3123.0,12777.0,8062.0,1957.0,1969.0,2939.0,76067.0,4627.0,238.0,16878.0,747.0,6645.0,7942.0,9098.0,901.0,4497.0,3684.0,677.0,1206.0,3370.0,1015.0
t6,3396.0,3290.0,9784.0,1786.0,1421.0,0.0,5856.0,684.0,360.0,2387.0,430.0,246.0,3447.0,9463.0,192103.0,299.0,184.0,893.0,7989.0,6871.0,1433.0,51.0,195.0,985.0,3232.0,259.0,383.0,275.0,2380.0,2000.0,79850.0,2580.0,0.0,3070.0,46.0,742.0,7224.0,410.0,1077.0,319.0,94.0,492.0,5932.0,104.0,618.0,6196.0,827.0,308.0,836.0,2014.0,72.0,612.0,292.0,812.0,34.0,71.0,20746.0,1718.0,229.0,286.0,5798.0,1825.0,117.0,434.0,75.0,1803.0,831.0,28752.0,142.0,1535.0,1456.0,1974.0,829.0,911.0,732.0,320.0,328.0,7.0,8726.0,1343.0,1671.0,1485.0,3703.0,6508.0,842.0,511.0,35.0,863.0,710.0,383.0,3841.0,16181.0,389.0,8831.0,1549.0,92.0,131.0,571.0,51.0,6609.0,64655.0,10826.0,57.0,549.0,883.0,286.0,2925.0,113319.0,1391.0,3621.0,1128.0,1286.0,1439.0,1853.0,16.0,1223.0,224.0,303.0,406.0,1608.0,3538.0,92.0,29766.0,950.0,8151.0,3064.0,2455.0,2324.0,1007.0,4521.0,25.0,10.0,1639.0,319.0,0.0,237.0,6534.0,403.0,3945.0,455.0,659.0,454.0,1109.0,138.0,828.0,1750.0,1833.0,699.0,1360.0,286.0,6.0,31405.0,693.0,250.0,21192.0,52.0,327.0,1266.0,860.0,30.0,1513.0,8748.0,5590.0,92.0,25992.0,946.0,223.0,1064.0,813.0,8849.0,427.0,1792.0,62.0,6352.0,1199.0,1874.0,1911.0,46293.0,485.0,0.0,9687.0,861.0,3031.0,1911.0,275.0,1348.0,2642.0,81.0,399.0,276.0,135.0,754.0,155.0,600.0,1741.0,924.0,69.0,213.0,719.0,609.0,7574.0,454.0,1083.0,597.0,12320.0,543.0,167.0,684.0,452.0,2261.0,336.0,26058.0,628.0,5942.0,742.0,50.0,1.0,380.0,209.0,27485.0,18325.0,0.0,1121.0,64.0,6344.0,10649.0,4027.0,950.0,1329.0,7377.0,579.0,1729.0,9792.0,1351.0,11198.0,2055.0,445.0,2122.0,1306.0,55925.0,1457.0,161.0,18433.0,847.0,4034.0,1294.0,4230.0,613.0,1063.0,3423.0,1408.0,925.0,3740.0,530.0
t7,1572.0,1990.0,4026.0,1495.0,808.0,3.0,1973.0,147.0,152.0,979.0,161.0,354.0,1987.0,1790.0,80037.0,128.0,35.0,290.0,7029.0,1999.0,214.0,57.0,117.0,851.0,2476.0,103.0,157.0,61.0,1106.0,1316.0,29639.0,1326.0,0.0,3524.0,49.0,438.0,4417.0,368.0,808.0,81.0,234.0,414.0,1299.0,110.0,284.0,3089.0,315.0,282.0,164.0,490.0,44.0,223.0,213.0,483.0,68.0,26.0,4633.0,1324.0,80.0,90.0,1129.0,670.0,97.0,236.0,28.0,1432.0,562.0,14457.0,68.0,343.0,397.0,451.0,172.0,259.0,569.0,142.0,126.0,2.0,2465.0,662.0,521.0,908.0,3804.0,1787.0,490.0,538.0,72.0,632.0,195.0,183.0,961.0,7464.0,25.0,3535.0,745.0,86.0,56.0,351.0,87.0,3360.0,18821.0,5421.0,1.0,375.0,417.0,107.0,1457.0,30693.0,558.0,1000.0,200.0,276.0,490.0,3145.0,3.0,219.0,84.0,202.0,128.0,822.0,2199.0,122.0,16245.0,435.0,4642.0,613.0,1846.0,713.0,383.0,1414.0,5.0,3.0,1101.0,133.0,0.0,231.0,2336.0,457.0,2219.0,146.0,82.0,78.0,735.0,99.0,216.0,639.0,768.0,361.0,986.0,95.0,4.0,12286.0,440.0,579.0,7111.0,6.0,131.0,533.0,434.0,4.0,657.0,3289.0,1906.0,57.0,18783.0,199.0,20.0,924.0,425.0,1991.0,336.0,1135.0,57.0,1576.0,535.0,999.0,1154.0,31850.0,454.0,0.0,5066.0,390.0,1682.0,566.0,136.0,686.0,1011.0,77.0,294.0,22.0,10.0,792.0,40.0,456.0,1313.0,782.0,38.0,51.0,190.0,414.0,2927.0,194.0,342.0,290.0,6402.0,414.0,472.0,1326.0,598.0,1446.0,128.0,11679.0,130.0,1650.0,341.0,60.0,7.0,203.0,45.0,7481.0,9912.0,20.0,1006.0,29.0,2680.0,10312.0,1483.0,438.0,1229.0,3143.0,193.0,817.0,5662.0,470.0,5306.0,524.0,75.0,872.0,500.0,17941.0,492.0,83.0,11015.0,844.0,1370.0,311.0,1730.0,485.0,227.0,1796.0,1412.0,445.0,2083.0,195.0
t8,1213.0,490.0,1590.0,684.0,343.0,0.0,672.0,54.0,31.0,308.0,33.0,81.0,810.0,422.0,26880.0,20.0,0.0,61.0,4796.0,639.0,34.0,37.0,20.0,466.0,1623.0,40.0,53.0,51.0,403.0,769.0,7461.0,305.0,0.0,1709.0,35.0,58.0,1711.0,237.0,397.0,1.0,197.0,151.0,390.0,41.0,218.0,1324.0,71.0,188.0,1.0,57.0,89.0,96.0,99.0,251.0,12.0,0.0,1721.0,833.0,13.0,26.0,226.0,302.0,67.0,32.0,1.0,670.0,477.0,4988.0,72.0,136.0,124.0,69.0,29.0,40.0,212.0,137.0,56.0,47.0,593.0,76.0,190.0,457.0,2072.0,575.0,250.0,331.0,18.0,138.0,52.0,29.0,218.0,2869.0,0.0,1130.0,92.0,22.0,0.0,219.0,114.0,1150.0,5604.0,2035.0,0.0,405.0,145.0,7.0,579.0,6946.0,56.0,281.0,100.0,53.0,210.0,2944.0,1.0,107.0,3.0,134.0,6.0,293.0,844.0,200.0,6008.0,348.0,1810.0,125.0,786.0,216.0,43.0,681.0,0.0,39.0,701.0,92.0,0.0,125.0,482.0,394.0,804.0,96.0,3.0,36.0,375.0,37.0,60.0,103.0,246.0,184.0,503.0,10.0,0.0,3927.0,216.0,226.0,2002.0,2.0,0.0,308.0,356.0,11.0,367.0,1036.0,498.0,86.0,8098.0,4.0,63.0,535.0,52.0,526.0,40.0,629.0,13.0,421.0,264.0,428.0,510.0,14917.0,258.0,0.0,1848.0,29.0,841.0,234.0,158.0,353.0,397.0,6.0,189.0,1.0,32.0,308.0,1.0,244.0,778.0,455.0,0.0,0.0,40.0,407.0,898.0,33.0,158.0,11.0,2550.0,17.0,357.0,1239.0,181.0,697.0,8.0,4607.0,6.0,415.0,27.0,116.0,4.0,284.0,0.0,1437.0,4960.0,0.0,215.0,35.0,841.0,7044.0,399.0,187.0,612.0,1142.0,154.0,218.0,1460.0,229.0,2040.0,60.0,49.0,440.0,84.0,4426.0,109.0,0.0,4482.0,581.0,289.0,39.0,461.0,280.0,52.0,834.0,1039.0,477.0,661.0,7.0
t9,578.0,200.0,1042.0,181.0,65.0,9.0,114.0,32.0,46.0,50.0,6.0,11.0,160.0,53.0,9021.0,0.0,37.0,33.0,2151.0,177.0,14.0,134.0,3.0,212.0,1695.0,0.0,1.0,101.0,242.0,310.0,1621.0,155.0,0.0,530.0,0.0,8.0,401.0,84.0,128.0,0.0,354.0,134.0,168.0,0.0,35.0,377.0,44.0,92.0,0.0,1.0,6.0,49.0,37.0,58.0,3.0,0.0,428.0,624.0,0.0,0.0,95.0,168.0,0.0,0.0,0.0,231.0,222.0,1618.0,9.0,19.0,12.0,9.0,80.0,1.0,15.0,194.0,0.0,76.0,65.0,16.0,32.0,72.0,277.0,60.0,248.0,131.0,0.0,8.0,11.0,0.0,4.0,1002.0,0.0,200.0,39.0,0.0,16.0,28.0,3.0,433.0,1828.0,650.0,0.0,86.0,35.0,0.0,93.0,1753.0,0.0,109.0,0.0,7.0,55.0,1521.0,0.0,2.0,3.0,45.0,53.0,93.0,163.0,85.0,2239.0,34.0,375.0,4.0,425.0,57.0,3.0,181.0,0.0,0.0,310.0,65.0,0.0,88.0,192.0,272.0,186.0,31.0,0.0,7.0,100.0,3.0,0.0,49.0,91.0,28.0,127.0,0.0,0.0,1026.0,274.0,143.0,590.0,0.0,0.0,92.0,117.0,19.0,51.0,281.0,287.0,24.0,1888.0,0.0,60.0,370.0,0.0,62.0,0.0,246.0,0.0,156.0,95.0,48.0,195.0,4936.0,247.0,0.0,909.0,0.0,497.0,163.0,65.0,349.0,33.0,2.0,240.0,0.0,47.0,87.0,18.0,61.0,373.0,41.0,0.0,0.0,20.0,236.0,251.0,19.0,49.0,2.0,1010.0,8.0,244.0,907.0,78.0,164.0,0.0,1523.0,0.0,54.0,11.0,79.0,3.0,257.0,0.0,160.0,1992.0,0.0,80.0,9.0,202.0,5033.0,80.0,15.0,228.0,101.0,47.0,86.0,424.0,139.0,611.0,6.0,1.0,75.0,38.0,952.0,45.0,0.0,1432.0,442.0,133.0,5.0,133.0,106.0,1.0,315.0,273.0,510.0,208.0,0.0
t10,151.0,46.0,257.0,25.0,103.0,0.0,92.0,0.0,38.0,25.0,0.0,42.0,53.0,3.0,3663.0,0.0,7.0,7.0,1113.0,70.0,5.0,126.0,0.0,67.0,580.0,0.0,0.0,10.0,191.0,96.0,197.0,61.0,0.0,190.0,0.0,0.0,75.0,9.0,24.0,0.0,94.0,236.0,22.0,0.0,0.0,121.0,9.0,30.0,0.0,6.0,18.0,8.0,20.0,0.0,0.0,0.0,74.0,429.0,0.0,0.0,35.0,149.0,0.0,5.0,0.0,80.0,422.0,437.0,0.0,0.0,15.0,23.0,3.0,16.0,0.0,68.0,0.0,0.0,2.0,4.0,0.0,0.0,33.0,22.0,144.0,31.0,0.0,3.0,0.0,0.0,0.0,510.0,0.0,94.0,16.0,0.0,27.0,0.0,4.0,173.0,541.0,127.0,0.0,13.0,28.0,0.0,35.0,361.0,0.0,0.0,0.0,3.0,20.0,542.0,0.0,2.0,1.0,38.0,52.0,39.0,17.0,0.0,1026.0,0.0,64.0,0.0,98.0,10.0,2.0,57.0,0.0,0.0,80.0,4.0,5.0,41.0,138.0,16.0,103.0,0.0,0.0,19.0,81.0,0.0,0.0,49.0,0.0,0.0,80.0,0.0,0.0,215.0,140.0,14.0,501.0,0.0,0.0,21.0,24.0,0.0,0.0,24.0,101.0,4.0,292.0,0.0,33.0,154.0,0.0,16.0,0.0,35.0,0.0,13.0,2.0,25.0,50.0,1732.0,154.0,0.0,171.0,8.0,196.0,32.0,4.0,55.0,0.0,4.0,111.0,0.0,2.0,20.0,16.0,82.0,98.0,0.0,0.0,0.0,0.0,82.0,58.0,0.0,7.0,12.0,216.0,9.0,160.0,757.0,0.0,0.0,0.0,345.0,0.0,0.0,24.0,7.0,0.0,91.0,0.0,44.0,788.0,0.0,114.0,9.0,42.0,2552.0,27.0,0.0,56.0,158.0,13.0,3.0,214.0,65.0,367.0,2.0,0.0,12.0,5.0,160.0,9.0,0.0,652.0,220.0,3.0,5.0,53.0,23.0,16.0,26.0,20.0,433.0,27.0,0.0
