t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254
t1,26.0,0.0,62.0,8.0,0.0,345.0,116.0,135.0,1.0,18.0,5444.0,0.0,1.0,1586.0,2106.0,139.0,0.0,16.0,25.0,4526.0,472.0,6.0,2.0,0.0,17.0,49.0,780.0,2464.0,29.0,72.0,108.0,2.0,912.0,9.0,192.0,742.0,31.0,35.0,4.0,0.0,1.0,22.0,28457.0,10.0,15.0,713.0,7.0,0.0,202.0,349.0,12.0,0.0,0.0,0.0,5.0,108.0,198175.0,5.0,706.0,27.0,21497.0,9.0,1.0,10.0,66.0,7.0,4.0,36.0,0.0,3841.0,185633.0,14.0,51.0,243.0,26.0,6.0,18.0,0.0,17142.0,30.0,65.0,14.0,12.0,4317.0,42.0,57.0,0.0,3.0,86.0,378.0,613.0,102.0,107.0,988.0,249.0,51.0,11.0,70.0,0.0,40.0,212485.0,51.0,59.0,9.0,10125.0,2.0,532.0,564.0,33.0,2.0,181.0,113.0,21.0,16.0,244.0,1140.0,1000.0,27.0,4.0,0.0,25.0,19.0,171.0,0.0,10.0,1475.0,13.0,24.0,3446.0,36.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,33.0,64.0,70.0,11.0,14.0,503.0,92.0,1117.0,62.0,0.0,8.0,174.0,0.0,461.0,11.0,1.0,355.0,0.0,24.0,7.0,74.0,0.0,37.0,14.0,4.0,0.0,282.0,193.0,0.0,8.0,27.0,8795.0,304.0,0.0,0.0,4.0,414.0,14.0,3.0,189.0,23.0,344.0,183.0,70.0,0.0,603.0,124.0,6.0,97.0,87940.0,2.0,99.0,43831.0,0.0,0.0,0.0,31.0,3.0,0.0,13.0,3263.0,0.0,28.0,48.0,5.0,213.0,17.0,0.0,0.0,6.0,0.0,34.0,102.0,133.0,14.0,39.0,0.0,0.0,0.0,8.0,224.0,29360.0,118.0,0.0,0.0,0.0,2.0,20.0,185768.0,85.0,3.0,6.0,0.0,4.0,36.0,549.0,206.0,401.0,813.0,25.0,129.0,168.0,95.0,28.0,10.0,8.0,27.0,36339.0,99.0,0.0,319.0,49.0,7.0,14.0,0.0,287.0
t2,552.0,77.0,941.0,33.0,2.0,338.0,942.0,1633.0,109.0,72.0,24188.0,19.0,77.0,20530.0,22797.0,916.0,7.0,428.0,147.0,38749.0,12353.0,0.0,9.0,16.0,106.0,282.0,5252.0,15418.0,445.0,613.0,1615.0,103.0,1970.0,74.0,1595.0,5876.0,437.0,109.0,65.0,11.0,14.0,155.0,199864.0,12.0,517.0,6340.0,35.0,34.0,2475.0,8279.0,1.0,40.0,0.0,28.0,61.0,951.0,520690.0,51.0,4612.0,369.0,175311.0,105.0,8.0,501.0,228.0,133.0,119.0,1101.0,0.0,32645.0,228244.0,564.0,376.0,2381.0,674.0,6.0,7.0,0.0,125204.0,116.0,576.0,578.0,59.0,31883.0,341.0,268.0,0.0,25.0,921.0,1831.0,5691.0,663.0,1186.0,11272.0,1900.0,41.0,111.0,188.0,0.0,759.0,613070.0,474.0,839.0,1.0,68150.0,105.0,4401.0,6907.0,923.0,119.0,2594.0,1197.0,460.0,81.0,829.0,11396.0,3482.0,3.0,99.0,118.0,321.0,40.0,2373.0,9.0,198.0,18197.0,152.0,64.0,24632.0,606.0,0.0,0.0,84.0,23.0,0.0,1.0,205.0,0.0,592.0,390.0,1143.0,582.0,103.0,2970.0,392.0,8382.0,383.0,31.0,109.0,839.0,0.0,3173.0,124.0,153.0,4119.0,2.0,545.0,79.0,753.0,23.0,1021.0,782.0,565.0,1.0,1834.0,2572.0,48.0,0.0,459.0,68053.0,1350.0,27.0,0.0,640.0,3807.0,234.0,13.0,1778.0,415.0,1083.0,991.0,755.0,43.0,11181.0,654.0,61.0,1041.0,25498.0,1.0,568.0,47075.0,0.0,0.0,207.0,351.0,19.0,70.0,520.0,22217.0,55.0,581.0,42.0,81.0,2490.0,688.0,233.0,24.0,99.0,176.0,263.0,454.0,1734.0,196.0,875.0,15.0,0.0,0.0,104.0,877.0,244214.0,1347.0,0.0,11.0,0.0,182.0,321.0,326922.0,433.0,148.0,350.0,0.0,360.0,110.0,4343.0,1840.0,4117.0,7355.0,101.0,774.0,2302.0,2082.0,87.0,143.0,158.0,254.0,169182.0,789.0,81.0,5900.0,718.0,61.0,149.0,72.0,1521.0
t3,2965.0,151.0,4360.0,499.0,103.0,115.0,4263.0,5951.0,312.0,631.0,20094.0,28.0,1059.0,73916.0,102098.0,1348.0,47.0,2196.0,792.0,91968.0,89303.0,47.0,66.0,43.0,718.0,2937.0,6231.0,12518.0,1356.0,1180.0,11286.0,557.0,693.0,316.0,2426.0,12506.0,1931.0,270.0,363.0,178.0,16.0,272.0,295347.0,23.0,2327.0,16867.0,481.0,79.0,8536.0,29200.0,0.0,296.0,18.0,46.0,46.0,1920.0,636353.0,118.0,5002.0,1016.0,273649.0,645.0,8.0,1393.0,421.0,336.0,818.0,5991.0,1.0,54395.0,89209.0,4097.0,1119.0,6902.0,1979.0,76.0,96.0,0.0,216479.0,585.0,1427.0,2204.0,548.0,71710.0,1521.0,715.0,59.0,230.0,2142.0,2957.0,19795.0,2853.0,5626.0,32835.0,4724.0,14.0,775.0,347.0,20.0,4569.0,929787.0,1303.0,1998.0,225.0,55482.0,289.0,11482.0,39174.0,4621.0,1231.0,8402.0,4259.0,1176.0,493.0,311.0,23720.0,2259.0,103.0,760.0,543.0,777.0,62.0,10110.0,55.0,1282.0,50265.0,508.0,325.0,35432.0,1771.0,1.0,0.0,282.0,10.0,4.0,10.0,1312.0,5.0,2115.0,769.0,4318.0,1902.0,699.0,3863.0,1237.0,21095.0,978.0,70.0,122.0,1457.0,0.0,14671.0,374.0,288.0,21111.0,41.0,2747.0,87.0,1528.0,56.0,4527.0,4121.0,3573.0,6.0,5052.0,5691.0,112.0,76.0,2627.0,137660.0,3887.0,212.0,2.0,4934.0,9675.0,1192.0,54.0,8242.0,1175.0,408.0,4253.0,4946.0,434.0,35045.0,2152.0,559.0,4299.0,3696.0,36.0,1926.0,9295.0,92.0,21.0,629.0,651.0,254.0,137.0,3673.0,28456.0,27.0,2275.0,231.0,135.0,6520.0,2933.0,443.0,124.0,499.0,144.0,947.0,1028.0,8862.0,1037.0,5483.0,179.0,0.0,13.0,76.0,1481.0,538574.0,5890.0,0.0,166.0,3.0,757.0,839.0,200467.0,990.0,905.0,2623.0,0.0,1550.0,578.0,10314.0,4727.0,16947.0,18466.0,186.0,2834.0,14163.0,6588.0,328.0,1831.0,293.0,1380.0,123585.0,3808.0,186.0,17436.0,2262.0,170.0,450.0,496.0,3597.0
t4,5302.0,481.0,9081.0,1143.0,668.0,26.0,9000.0,5590.0,761.0,1761.0,6599.0,12.0,4147.0,80549.0,253360.0,1131.0,2.0,3069.0,2725.0,67634.0,79844.0,51.0,176.0,345.0,1607.0,5339.0,4064.0,3131.0,2507.0,1318.0,49885.0,1033.0,109.0,940.0,1388.0,7716.0,5196.0,944.0,1079.0,510.0,18.0,415.0,127824.0,124.0,2874.0,17759.0,1459.0,49.0,6229.0,25467.0,2.0,681.0,38.0,187.0,75.0,1139.0,311760.0,371.0,1841.0,1023.0,113536.0,1343.0,55.0,2015.0,633.0,837.0,1305.0,18479.0,30.0,26500.0,21381.0,10415.0,3021.0,7163.0,2440.0,185.0,410.0,4.0,115480.0,637.0,3017.0,3325.0,1548.0,55887.0,1560.0,894.0,178.0,610.0,3462.0,2120.0,21626.0,10448.0,7001.0,32596.0,7287.0,32.0,1259.0,724.0,34.0,9732.0,640553.0,5604.0,1159.0,408.0,13725.0,333.0,11694.0,143890.0,5948.0,2237.0,8772.0,5731.0,1769.0,1112.0,108.0,16867.0,1291.0,440.0,1758.0,1267.0,2423.0,10.0,25163.0,956.0,4704.0,34917.0,2405.0,1507.0,14747.0,4795.0,52.0,0.0,1320.0,28.0,0.0,61.0,4892.0,7.0,4997.0,1488.0,4547.0,1999.0,1131.0,2701.0,2041.0,17824.0,2457.0,106.0,353.0,1310.0,40.0,44252.0,1003.0,416.0,43745.0,6.0,3659.0,491.0,523.0,53.0,7887.0,12383.0,9968.0,4.0,12610.0,3811.0,290.0,317.0,3578.0,91582.0,4885.0,736.0,20.0,14693.0,9089.0,1893.0,196.0,22342.0,1705.0,82.0,11449.0,5436.0,1544.0,28970.0,3055.0,1035.0,6904.0,646.0,32.0,1505.0,1645.0,577.0,80.0,934.0,653.0,951.0,164.0,5313.0,11811.0,73.0,5723.0,387.0,485.0,6217.0,7259.0,685.0,466.0,1669.0,290.0,2452.0,727.0,21473.0,2583.0,19139.0,570.0,0.0,90.0,83.0,863.0,369088.0,13376.0,18.0,387.0,0.0,2566.0,1958.0,62807.0,1703.0,1686.0,5034.0,225.0,4586.0,2454.0,8743.0,9424.0,18669.0,9984.0,789.0,5016.0,54551.0,7251.0,526.0,5720.0,231.0,3655.0,33546.0,8937.0,505.0,14264.0,3848.0,433.0,633.0,3790.0,2842.0
t5,7765.0,1969.0,11959.0,2419.0,1535.0,0.0,9253.0,2598.0,1030.0,2982.0,1348.0,115.0,7274.0,32770.0,309261.0,511.0,64.0,2675.0,4555.0,23736.0,13645.0,48.0,93.0,1035.0,2502.0,1364.0,1734.0,622.0,2083.0,1788.0,99576.0,1872.0,94.0,1923.0,454.0,2037.0,8582.0,1320.0,1048.0,301.0,66.0,409.0,31497.0,75.0,1899.0,12410.0,1387.0,289.0,2494.0,7234.0,57.0,960.0,40.0,766.0,58.0,434.0,92764.0,790.0,773.0,465.0,26761.0,2120.0,168.0,1522.0,463.0,2127.0,1914.0,28407.0,98.0,7155.0,5251.0,8332.0,2810.0,3024.0,1790.0,297.0,831.0,12.0,34276.0,1462.0,2255.0,2316.0,2930.0,22851.0,701.0,698.0,194.0,914.0,2222.0,989.0,10327.0,18665.0,2902.0,15418.0,4867.0,117.0,855.0,666.0,124.0,11039.0,242618.0,11938.0,316.0,831.0,3355.0,473.0,5774.0,226958.0,3832.0,3672.0,4460.0,3928.0,2685.0,1835.0,22.0,5466.0,719.0,283.0,1757.0,1657.0,5276.0,12.0,34547.0,1861.0,8739.0,11050.0,4311.0,1960.0,4146.0,5661.0,33.0,0.0,1382.0,88.0,21.0,205.0,9028.0,158.0,5142.0,2019.0,1662.0,684.0,1804.0,575.0,1604.0,5015.0,2220.0,426.0,1032.0,680.0,25.0,63273.0,979.0,464.0,41190.0,41.0,1663.0,1375.0,308.0,46.0,4075.0,14707.0,9224.0,22.0,21048.0,1582.0,291.0,978.0,1824.0,30907.0,2447.0,1461.0,33.0,17776.0,3837.0,2462.0,831.0,46553.0,2454.0,8.0,14810.0,2613.0,2545.0,8798.0,1214.0,1458.0,5153.0,272.0,9.0,644.0,444.0,897.0,183.0,1234.0,1595.0,1048.0,77.0,1596.0,2787.0,455.0,8534.0,547.0,722.0,2044.0,12401.0,533.0,559.0,2282.0,425.0,3548.0,234.0,29102.0,1417.0,17328.0,781.0,10.0,140.0,153.0,278.0,112082.0,19073.0,69.0,1342.0,12.0,5627.0,6350.0,16574.0,1999.0,2869.0,6463.0,639.0,5418.0,6617.0,3595.0,9608.0,6609.0,1823.0,2289.0,3759.0,76701.0,4341.0,282.0,11626.0,190.0,6564.0,7760.0,9051.0,505.0,4329.0,3488.0,866.0,406.0,5334.0,1273.0
t6,5853.0,3072.0,8700.0,2474.0,1446.0,8.0,4849.0,1259.0,906.0,2402.0,338.0,226.0,4189.0,8985.0,193909.0,203.0,92.0,810.0,6387.0,7083.0,1900.0,109.0,11.0,1164.0,2872.0,211.0,448.0,150.0,1664.0,1638.0,72467.0,1981.0,41.0,3140.0,74.0,451.0,7461.0,609.0,1174.0,292.0,108.0,308.0,6715.0,93.0,778.0,7225.0,851.0,280.0,955.0,1926.0,48.0,809.0,161.0,1008.0,22.0,166.0,22495.0,1578.0,161.0,126.0,6614.0,1514.0,218.0,311.0,89.0,1710.0,1386.0,19905.0,197.0,1545.0,1417.0,2708.0,1429.0,857.0,762.0,651.0,649.0,22.0,9035.0,1636.0,1475.0,1541.0,2782.0,6960.0,420.0,215.0,125.0,935.0,889.0,202.0,3570.0,19154.0,733.0,7251.0,2113.0,89.0,337.0,594.0,92.0,6483.0,73304.0,11750.0,11.0,666.0,1018.0,232.0,2994.0,119855.0,1662.0,4046.0,1268.0,1358.0,2007.0,3235.0,0.0,1024.0,159.0,44.0,508.0,1889.0,5366.0,20.0,27697.0,1028.0,7106.0,2725.0,3076.0,1427.0,1073.0,3135.0,66.0,12.0,1795.0,155.0,91.0,170.0,5561.0,303.0,3172.0,1165.0,338.0,270.0,2140.0,144.0,915.0,2151.0,1260.0,475.0,1591.0,243.0,0.0,36071.0,769.0,435.0,18456.0,18.0,484.0,1301.0,278.0,113.0,1911.0,6920.0,4806.0,12.0,19124.0,491.0,281.0,2026.0,654.0,8419.0,634.0,1906.0,0.0,8466.0,1180.0,1834.0,1335.0,49950.0,1322.0,0.0,10409.0,1018.0,2911.0,2127.0,239.0,1009.0,2070.0,95.0,46.0,306.0,182.0,402.0,150.0,1172.0,2059.0,690.0,81.0,183.0,765.0,877.0,7587.0,474.0,835.0,662.0,11758.0,263.0,244.0,1877.0,351.0,2901.0,37.0,24374.0,449.0,5760.0,812.0,10.0,70.0,338.0,295.0,27261.0,16607.0,61.0,2518.0,4.0,5636.0,11249.0,4449.0,931.0,2452.0,6351.0,493.0,2494.0,9881.0,1329.0,6091.0,1948.0,646.0,1710.0,1521.0,34366.0,1880.0,124.0,16826.0,600.0,3933.0,1231.0,4769.0,688.0,867.0,2464.0,1180.0,487.0,2110.0,335.0
t7,2895.0,1683.0,4328.0,1857.0,1111.0,36.0,1765.0,218.0,529.0,882.0,111.0,179.0,1719.0,2169.0,75969.0,28.0,28.0,310.0,7458.0,2141.0,173.0,62.0,21.0,1024.0,2020.0,38.0,442.0,70.0,1423.0,863.0,24920.0,1289.0,0.0,3007.0,12.0,247.0,3394.0,242.0,1104.0,311.0,209.0,258.0,1288.0,89.0,242.0,3229.0,464.0,471.0,393.0,437.0,8.0,364.0,422.0,468.0,0.0,53.0,5818.0,1613.0,9.0,70.0,1405.0,638.0,62.0,80.0,8.0,978.0,846.0,7562.0,100.0,418.0,402.0,691.0,385.0,411.0,320.0,400.0,600.0,23.0,2048.0,890.0,421.0,443.0,2097.0,1856.0,39.0,192.0,106.0,614.0,260.0,13.0,1003.0,11990.0,118.0,3046.0,517.0,0.0,38.0,242.0,18.0,2938.0,20994.0,5389.0,41.0,380.0,505.0,88.0,1290.0,34233.0,597.0,1861.0,495.0,446.0,669.0,2878.0,0.0,183.0,32.0,50.0,217.0,881.0,2835.0,48.0,15700.0,278.0,3086.0,882.0,1579.0,844.0,155.0,1374.0,3.0,25.0,1144.0,148.0,97.0,137.0,2046.0,353.0,1390.0,547.0,37.0,157.0,594.0,2.0,244.0,656.0,546.0,321.0,883.0,131.0,8.0,12834.0,237.0,207.0,6906.0,42.0,144.0,768.0,187.0,317.0,788.0,1756.0,1724.0,36.0,10141.0,58.0,105.0,1877.0,378.0,2297.0,83.0,1300.0,0.0,1834.0,451.0,1095.0,1100.0,30083.0,341.0,0.0,5616.0,319.0,1553.0,489.0,79.0,396.0,656.0,28.0,648.0,5.0,84.0,110.0,125.0,958.0,1036.0,120.0,0.0,8.0,109.0,1384.0,4374.0,422.0,686.0,166.0,5618.0,22.0,70.0,1199.0,271.0,1530.0,46.0,12907.0,89.0,1687.0,876.0,79.0,6.0,392.0,63.0,6477.0,8414.0,12.0,1860.0,104.0,3361.0,12676.0,1255.0,382.0,1471.0,3249.0,175.0,943.0,6721.0,554.0,4347.0,489.0,292.0,1064.0,343.0,8331.0,619.0,140.0,16103.0,652.0,843.0,406.0,1570.0,539.0,82.0,1621.0,661.0,421.0,380.0,120.0
t8,1102.0,527.0,1433.0,1043.0,591.0,0.0,805.0,44.0,86.0,287.0,34.0,171.0,766.0,459.0,24661.0,62.0,0.0,98.0,6619.0,593.0,53.0,142.0,8.0,579.0,986.0,1.0,209.0,31.0,593.0,408.0,6742.0,400.0,0.0,1906.0,1.0,76.0,982.0,24.0,661.0,59.0,166.0,171.0,322.0,31.0,70.0,1257.0,216.0,287.0,74.0,135.0,0.0,43.0,544.0,91.0,1.0,14.0,1597.0,1137.0,6.0,8.0,458.0,328.0,2.0,16.0,0.0,409.0,401.0,3180.0,17.0,97.0,28.0,123.0,61.0,93.0,193.0,101.0,267.0,29.0,497.0,281.0,97.0,270.0,969.0,413.0,5.0,234.0,43.0,133.0,39.0,2.0,355.0,5233.0,39.0,1153.0,245.0,1.0,46.0,0.0,201.0,820.0,7082.0,2023.0,5.0,169.0,147.0,61.0,535.0,8498.0,422.0,458.0,77.0,167.0,257.0,2238.0,0.0,0.0,0.0,20.0,113.0,296.0,754.0,23.0,5695.0,44.0,1254.0,91.0,477.0,416.0,49.0,372.0,18.0,0.0,456.0,143.0,62.0,119.0,625.0,395.0,489.0,297.0,0.0,35.0,163.0,2.0,7.0,107.0,179.0,214.0,313.0,65.0,0.0,3405.0,123.0,149.0,2622.0,45.0,100.0,417.0,71.0,185.0,328.0,300.0,798.0,4.0,3824.0,7.0,0.0,885.0,71.0,779.0,4.0,518.0,0.0,438.0,189.0,246.0,909.0,12899.0,1.0,0.0,1769.0,65.0,789.0,123.0,5.0,369.0,224.0,21.0,715.0,3.0,12.0,16.0,14.0,215.0,784.0,97.0,0.0,5.0,27.0,903.0,2070.0,328.0,149.0,65.0,2090.0,0.0,106.0,504.0,333.0,700.0,0.0,4513.0,51.0,390.0,511.0,42.0,0.0,633.0,8.0,1538.0,3240.0,0.0,1034.0,60.0,1201.0,7836.0,448.0,95.0,433.0,1587.0,85.0,298.0,1869.0,325.0,2016.0,81.0,27.0,467.0,167.0,1845.0,296.0,32.0,8728.0,611.0,244.0,140.0,443.0,289.0,5.0,981.0,566.0,607.0,130.0,1.0
t9,418.0,147.0,340.0,357.0,261.0,0.0,184.0,47.0,4.0,106.0,16.0,49.0,196.0,29.0,7926.0,85.0,1.0,116.0,4390.0,74.0,4.0,143.0,0.0,318.0,384.0,18.0,78.0,12.0,297.0,66.0,1922.0,138.0,0.0,712.0,0.0,25.0,222.0,0.0,444.0,20.0,125.0,123.0,78.0,0.0,0.0,217.0,135.0,42.0,6.0,60.0,0.0,0.0,334.0,56.0,8.0,0.0,204.0,523.0,15.0,12.0,62.0,199.0,10.0,0.0,0.0,154.0,91.0,1148.0,0.0,68.0,0.0,50.0,34.0,72.0,163.0,43.0,151.0,34.0,120.0,44.0,9.0,52.0,304.0,243.0,0.0,141.0,13.0,70.0,14.0,7.0,111.0,1495.0,7.0,399.0,54.0,38.0,90.0,0.0,82.0,234.0,2254.0,733.0,0.0,89.0,50.0,0.0,47.0,1806.0,101.0,83.0,13.0,151.0,33.0,1046.0,0.0,2.0,0.0,22.0,14.0,78.0,35.0,109.0,2215.0,24.0,372.0,44.0,234.0,114.0,6.0,39.0,5.0,0.0,356.0,12.0,1.0,3.0,175.0,128.0,246.0,30.0,0.0,47.0,119.0,0.0,0.0,54.0,35.0,60.0,126.0,16.0,0.0,1098.0,93.0,54.0,957.0,0.0,1.0,91.0,0.0,41.0,58.0,81.0,311.0,0.0,1238.0,0.0,0.0,142.0,1.0,189.0,0.0,173.0,0.0,245.0,155.0,6.0,473.0,4338.0,0.0,0.0,557.0,25.0,219.0,10.0,7.0,230.0,20.0,0.0,679.0,0.0,0.0,0.0,0.0,144.0,450.0,22.0,0.0,0.0,3.0,298.0,747.0,125.0,31.0,1.0,643.0,0.0,13.0,214.0,29.0,362.0,0.0,1764.0,6.0,82.0,201.0,110.0,0.0,135.0,0.0,423.0,614.0,0.0,436.0,38.0,357.0,4335.0,158.0,2.0,240.0,356.0,103.0,22.0,561.0,143.0,458.0,5.0,0.0,149.0,20.0,366.0,60.0,0.0,3292.0,619.0,75.0,64.0,197.0,176.0,40.0,424.0,261.0,553.0,90.0,0.0
t10,135.0,151.0,93.0,114.0,153.0,0.0,95.0,49.0,0.0,62.0,2.0,2.0,61.0,1.0,2566.0,45.0,0.0,53.0,2676.0,66.0,0.0,11.0,0.0,93.0,169.0,0.0,104.0,16.0,76.0,4.0,381.0,4.0,0.0,148.0,0.0,0.0,187.0,0.0,376.0,0.0,100.0,38.0,28.0,0.0,0.0,54.0,147.0,23.0,0.0,0.0,0.0,38.0,153.0,3.0,0.0,0.0,119.0,163.0,0.0,0.0,4.0,20.0,0.0,6.0,0.0,37.0,5.0,248.0,1.0,8.0,0.0,75.0,17.0,19.0,103.0,0.0,24.0,18.0,64.0,1.0,0.0,25.0,13.0,20.0,0.0,40.0,1.0,36.0,1.0,0.0,17.0,628.0,0.0,160.0,67.0,4.0,4.0,0.0,23.0,33.0,571.0,173.0,0.0,0.0,32.0,0.0,6.0,269.0,25.0,0.0,0.0,122.0,1.0,570.0,0.0,4.0,0.0,0.0,0.0,8.0,11.0,12.0,776.0,11.0,284.0,0.0,51.0,11.0,0.0,22.0,0.0,0.0,148.0,0.0,0.0,0.0,55.0,58.0,185.0,0.0,0.0,11.0,26.0,0.0,9.0,9.0,20.0,0.0,4.0,5.0,0.0,351.0,30.0,34.0,326.0,0.0,0.0,43.0,0.0,0.0,18.0,4.0,10.0,0.0,331.0,0.0,0.0,162.0,2.0,20.0,0.0,43.0,0.0,43.0,113.0,7.0,308.0,1459.0,0.0,0.0,141.0,9.0,134.0,12.0,0.0,196.0,1.0,0.0,192.0,0.0,0.0,0.0,0.0,30.0,142.0,51.0,0.0,0.0,0.0,204.0,293.0,48.0,51.0,0.0,120.0,0.0,0.0,304.0,2.0,168.0,0.0,831.0,5.0,5.0,43.0,0.0,0.0,0.0,0.0,136.0,169.0,0.0,66.0,0.0,86.0,2353.0,45.0,12.0,219.0,81.0,103.0,0.0,235.0,60.0,177.0,0.0,0.0,20.0,0.0,20.0,45.0,0.0,1273.0,415.0,2.0,0.0,11.0,4.0,15.0,118.0,142.0,333.0,66.0,0.0
