t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254
t1,137.0,0.0,99.0,0.0,0.0,464.0,54.0,188.0,5.0,7.0,5129.0,0.0,90.0,1953.0,2019.0,220.0,0.0,17.0,35.0,5192.0,431.0,12.0,7.0,8.0,5.0,27.0,1061.0,2880.0,50.0,1.0,60.0,0.0,1032.0,118.0,288.0,719.0,85.0,33.0,6.0,0.0,0.0,10.0,27938.0,54.0,115.0,858.0,28.0,0.0,257.0,501.0,0.0,0.0,2.0,2.0,60.0,85.0,203072.0,1.0,1407.0,41.0,21582.0,27.0,0.0,76.0,194.0,7.0,20.0,35.0,3.0,4613.0,190793.0,25.0,72.0,198.0,197.0,19.0,11.0,0.0,15547.0,17.0,194.0,19.0,13.0,4104.0,62.0,63.0,0.0,0.0,123.0,513.0,478.0,139.0,191.0,1104.0,219.0,56.0,30.0,7.0,0.0,18.0,208975.0,40.0,75.0,0.0,13029.0,3.0,699.0,446.0,115.0,35.0,266.0,23.0,75.0,5.0,201.0,1318.0,1221.0,39.0,23.0,8.0,13.0,1.0,193.0,0.0,19.0,1320.0,6.0,7.0,2939.0,11.0,0.0,0.0,52.0,0.0,0.0,0.0,22.0,0.0,98.0,82.0,92.0,0.0,8.0,564.0,82.0,1454.0,45.0,46.0,6.0,299.0,0.0,581.0,49.0,0.0,317.0,0.0,85.0,0.0,0.0,8.0,98.0,77.0,33.0,1.0,120.0,433.0,0.0,0.0,41.0,8479.0,345.0,10.0,0.0,42.0,284.0,0.0,34.0,140.0,15.0,347.0,57.0,52.0,0.0,585.0,42.0,5.0,108.0,87700.0,34.0,70.0,45509.0,0.0,12.0,1.0,15.0,42.0,36.0,59.0,3414.0,0.0,83.0,35.0,5.0,188.0,76.0,0.0,0.0,0.0,2.0,17.0,86.0,126.0,7.0,16.0,0.0,0.0,0.0,2.0,239.0,29343.0,32.0,0.0,7.0,0.0,3.0,0.0,190811.0,78.0,8.0,39.0,0.0,4.0,12.0,396.0,25.0,333.0,1097.0,0.0,125.0,41.0,258.0,32.0,105.0,0.0,31.0,36433.0,15.0,0.0,526.0,49.0,5.0,0.0,0.0,82.0
t2,645.0,16.0,750.0,39.0,141.0,395.0,744.0,2139.0,33.0,55.0,23447.0,0.0,390.0,22652.0,21418.0,1430.0,2.0,260.0,595.0,40164.0,11852.0,62.0,0.0,34.0,166.0,551.0,5529.0,14615.0,208.0,115.0,2369.0,32.0,1858.0,276.0,1388.0,6750.0,477.0,196.0,54.0,0.0,0.0,58.0,199399.0,299.0,949.0,7849.0,91.0,10.0,2559.0,6634.0,24.0,0.0,1.0,8.0,351.0,687.0,536293.0,22.0,5728.0,342.0,180169.0,192.0,10.0,932.0,582.0,57.0,225.0,892.0,17.0,36018.0,240303.0,420.0,594.0,2456.0,925.0,110.0,91.0,0.0,124751.0,137.0,895.0,327.0,163.0,30346.0,421.0,162.0,0.0,29.0,1698.0,2250.0,5681.0,1360.0,2533.0,13795.0,1401.0,75.0,197.0,96.0,1.0,840.0,626033.0,985.0,670.0,0.0,73082.0,67.0,6473.0,5695.0,1549.0,409.0,2074.0,992.0,316.0,11.0,989.0,11590.0,3207.0,20.0,171.0,154.0,287.0,94.0,3208.0,0.0,155.0,18255.0,144.0,267.0,23828.0,552.0,0.0,0.0,235.0,0.0,0.0,4.0,705.0,0.0,603.0,433.0,583.0,61.0,348.0,2981.0,496.0,10345.0,458.0,372.0,132.0,1325.0,0.0,3655.0,87.0,63.0,4186.0,0.0,390.0,101.0,0.0,65.0,1206.0,718.0,222.0,6.0,691.0,2622.0,17.0,9.0,623.0,65578.0,1464.0,249.0,0.0,674.0,2866.0,16.0,97.0,1308.0,365.0,889.0,673.0,899.0,201.0,10507.0,585.0,112.0,1273.0,25072.0,650.0,1005.0,48498.0,0.0,99.0,42.0,75.0,12.0,50.0,513.0,23101.0,81.0,404.0,6.0,70.0,2043.0,574.0,2.0,11.0,19.0,19.0,142.0,448.0,2381.0,243.0,417.0,42.0,0.0,0.0,0.0,544.0,251604.0,576.0,2.0,53.0,0.0,367.0,101.0,332194.0,536.0,342.0,372.0,0.0,319.0,213.0,3719.0,336.0,4419.0,10354.0,75.0,1143.0,550.0,2327.0,80.0,922.0,11.0,434.0,174690.0,835.0,9.0,7320.0,453.0,63.0,99.0,60.0,1700.0
t3,2510.0,294.0,3490.0,310.0,229.0,219.0,4073.0,6822.0,655.0,514.0,19986.0,55.0,1484.0,74951.0,97303.0,2033.0,1.0,1269.0,1800.0,90117.0,90707.0,299.0,17.0,127.0,788.0,3194.0,7820.0,11149.0,836.0,652.0,14525.0,387.0,833.0,1181.0,2034.0,12580.0,1831.0,481.0,349.0,32.0,13.0,49.0,288498.0,414.0,1858.0,18517.0,442.0,1.0,8325.0,28647.0,119.0,1.0,3.0,80.0,427.0,1734.0,634904.0,95.0,4381.0,1286.0,277652.0,748.0,183.0,1977.0,424.0,268.0,545.0,5116.0,33.0,54176.0,91081.0,4313.0,2508.0,5994.0,2025.0,328.0,506.0,0.0,222199.0,517.0,1802.0,958.0,756.0,73869.0,1065.0,464.0,26.0,171.0,3909.0,3159.0,16991.0,5687.0,6642.0,32624.0,3661.0,93.0,744.0,326.0,26.0,4393.0,953772.0,2891.0,1407.0,83.0,47644.0,241.0,14811.0,36909.0,6350.0,1407.0,5979.0,4757.0,876.0,214.0,631.0,23891.0,2507.0,38.0,789.0,672.0,1269.0,285.0,14780.0,19.0,1167.0,50232.0,398.0,536.0,37958.0,1911.0,3.0,0.0,512.0,0.0,0.0,56.0,3285.0,0.0,2400.0,702.0,3113.0,835.0,763.0,4153.0,1054.0,21480.0,1945.0,410.0,396.0,1740.0,0.0,15752.0,470.0,153.0,20389.0,2.0,2170.0,438.0,54.0,323.0,5340.0,4326.0,2700.0,4.0,3655.0,5155.0,157.0,75.0,2734.0,135426.0,3196.0,549.0,0.0,6142.0,8592.0,331.0,270.0,7247.0,1279.0,463.0,3992.0,4509.0,1010.0,33941.0,1829.0,629.0,4212.0,3628.0,557.0,1975.0,8514.0,0.0,187.0,376.0,209.0,49.0,171.0,3146.0,26847.0,148.0,2710.0,312.0,307.0,5803.0,2782.0,257.0,2.0,79.0,33.0,907.0,325.0,9497.0,789.0,2127.0,319.0,0.0,2.0,0.0,740.0,543591.0,3249.0,9.0,976.0,2.0,1755.0,671.0,196539.0,1125.0,1183.0,1780.0,3.0,1927.0,955.0,11980.0,1618.0,15772.0,18525.0,245.0,3582.0,5103.0,6370.0,201.0,3068.0,35.0,1854.0,124652.0,3889.0,79.0,18145.0,2187.0,188.0,399.0,443.0,4428.0
t4,5809.0,1845.0,9045.0,1135.0,921.0,53.0,9227.0,6167.0,1207.0,1653.0,6400.0,34.0,3922.0,80407.0,243512.0,1319.0,3.0,2542.0,2978.0,69083.0,84072.0,622.0,7.0,503.0,1303.0,5148.0,5061.0,3376.0,1877.0,1786.0,56397.0,1342.0,205.0,2509.0,677.0,6808.0,4683.0,608.0,1405.0,247.0,14.0,161.0,129273.0,343.0,2810.0,18671.0,875.0,35.0,7808.0,28285.0,112.0,159.0,10.0,559.0,152.0,1930.0,309726.0,325.0,1384.0,1194.0,111705.0,1333.0,576.0,2067.0,250.0,1542.0,1570.0,15573.0,97.0,24221.0,22175.0,10048.0,3817.0,5043.0,2408.0,317.0,823.0,62.0,119885.0,1819.0,2490.0,2766.0,2634.0,58328.0,944.0,622.0,94.0,411.0,3576.0,1883.0,19446.0,14489.0,7006.0,29936.0,6772.0,85.0,1494.0,815.0,97.0,9224.0,640624.0,7449.0,1753.0,44.0,10620.0,521.0,11991.0,142133.0,6092.0,4192.0,6459.0,6268.0,1582.0,635.0,86.0,16092.0,1077.0,95.0,1674.0,1548.0,3196.0,128.0,32755.0,179.0,4894.0,37514.0,1412.0,1518.0,16970.0,4760.0,21.0,5.0,897.0,0.0,2.0,171.0,8753.0,3.0,3942.0,2087.0,5181.0,1754.0,1026.0,2108.0,2473.0,16615.0,3099.0,507.0,758.0,911.0,0.0,47485.0,1525.0,235.0,45045.0,96.0,4009.0,933.0,390.0,95.0,7342.0,12655.0,8029.0,5.0,9943.0,3801.0,344.0,325.0,3914.0,95331.0,3832.0,1098.0,21.0,16949.0,9108.0,1786.0,628.0,23102.0,2449.0,145.0,10767.0,6073.0,2739.0,30099.0,2547.0,1133.0,6671.0,657.0,333.0,1733.0,1132.0,12.0,275.0,907.0,648.0,250.0,145.0,5355.0,11349.0,199.0,7652.0,578.0,531.0,6566.0,8604.0,319.0,0.0,290.0,133.0,2223.0,344.0,24107.0,1515.0,11291.0,805.0,16.0,11.0,18.0,800.0,365713.0,10464.0,17.0,2359.0,1.0,5094.0,1598.0,60799.0,2366.0,2262.0,5103.0,20.0,3750.0,4442.0,9002.0,4214.0,18716.0,7776.0,448.0,6392.0,30689.0,6797.0,473.0,8681.0,140.0,5903.0,31106.0,8617.0,186.0,12539.0,3753.0,497.0,938.0,2257.0,3349.0
t5,6063.0,3855.0,13956.0,2149.0,1662.0,0.0,10050.0,1875.0,1409.0,2770.0,1281.0,165.0,6156.0,34063.0,313545.0,549.0,31.0,2134.0,5425.0,25230.0,14057.0,897.0,59.0,1123.0,1581.0,2546.0,1712.0,867.0,2380.0,2024.0,100426.0,2292.0,62.0,3135.0,83.0,2490.0,7566.0,620.0,1712.0,646.0,47.0,398.0,31276.0,162.0,2008.0,12094.0,1539.0,244.0,2762.0,8861.0,72.0,596.0,61.0,1170.0,0.0,765.0,89242.0,1407.0,178.0,413.0,25538.0,1863.0,337.0,1107.0,103.0,2238.0,1895.0,25027.0,67.0,6138.0,4709.0,7889.0,2657.0,2859.0,1899.0,209.0,914.0,31.0,33226.0,1976.0,2581.0,4094.0,5880.0,20240.0,800.0,596.0,85.0,558.0,1425.0,581.0,10525.0,21806.0,2268.0,15998.0,6643.0,9.0,564.0,1021.0,45.0,10617.0,238078.0,11684.0,841.0,241.0,2772.0,274.0,5693.0,222868.0,3153.0,4792.0,3646.0,3519.0,1586.0,1282.0,2.0,5099.0,509.0,11.0,1584.0,1497.0,5091.0,83.0,38875.0,555.0,8998.0,11841.0,2735.0,1932.0,3926.0,5345.0,64.0,32.0,1409.0,21.0,5.0,186.0,8695.0,4.0,4430.0,2195.0,2582.0,2022.0,1703.0,566.0,1385.0,6367.0,2809.0,322.0,1460.0,250.0,2.0,62017.0,1196.0,154.0,39954.0,127.0,1651.0,1625.0,753.0,34.0,5045.0,12488.0,9918.0,32.0,18649.0,1167.0,539.0,1097.0,1634.0,31004.0,2390.0,2357.0,24.0,16866.0,4755.0,3265.0,1564.0,47263.0,1843.0,39.0,15518.0,2851.0,3686.0,10233.0,1476.0,907.0,4861.0,201.0,313.0,436.0,286.0,82.0,257.0,1209.0,1494.0,789.0,30.0,1911.0,2753.0,259.0,10048.0,674.0,852.0,2424.0,13373.0,342.0,111.0,645.0,403.0,3182.0,133.0,31935.0,1261.0,20680.0,867.0,34.0,12.0,8.0,732.0,113391.0,21612.0,7.0,2657.0,17.0,5884.0,3648.0,14615.0,1789.0,2896.0,7486.0,61.0,4161.0,10010.0,3194.0,7754.0,8360.0,1727.0,1207.0,4198.0,79447.0,4449.0,480.0,14179.0,244.0,6700.0,7309.0,10218.0,787.0,3825.0,3527.0,1498.0,595.0,4085.0,632.0
t6,4769.0,2930.0,8174.0,2259.0,1351.0,0.0,5396.0,700.0,534.0,2069.0,382.0,133.0,5156.0,9195.0,201034.0,96.0,66.0,967.0,7703.0,6822.0,1659.0,659.0,58.0,1040.0,1499.0,709.0,603.0,453.0,2384.0,1174.0,66167.0,2229.0,11.0,1822.0,101.0,616.0,5315.0,763.0,1013.0,989.0,143.0,287.0,6123.0,44.0,707.0,6840.0,1623.0,248.0,670.0,1856.0,40.0,1120.0,69.0,962.0,0.0,191.0,20018.0,2071.0,175.0,64.0,4966.0,2002.0,79.0,540.0,12.0,1944.0,1419.0,21419.0,48.0,1044.0,1106.0,3387.0,897.0,616.0,660.0,281.0,445.0,0.0,9089.0,1016.0,1563.0,2835.0,3188.0,6186.0,716.0,686.0,131.0,674.0,315.0,172.0,3607.0,16114.0,644.0,6706.0,3229.0,22.0,252.0,832.0,158.0,6328.0,70835.0,8723.0,209.0,681.0,1108.0,229.0,2433.0,120032.0,880.0,3162.0,1472.0,1286.0,1165.0,2484.0,1.0,1047.0,262.0,43.0,592.0,1273.0,4655.0,149.0,25116.0,551.0,6845.0,2017.0,3200.0,1429.0,893.0,3458.0,41.0,8.0,1621.0,17.0,0.0,132.0,3488.0,71.0,3229.0,1109.0,600.0,855.0,1337.0,59.0,433.0,1488.0,1467.0,372.0,1241.0,118.0,0.0,34805.0,446.0,149.0,17914.0,75.0,531.0,1509.0,673.0,32.0,2146.0,5298.0,6910.0,139.0,21642.0,363.0,176.0,1807.0,732.0,8205.0,1023.0,1793.0,155.0,6618.0,1567.0,2435.0,1479.0,50545.0,612.0,0.0,11593.0,1096.0,2430.0,2476.0,521.0,1278.0,2181.0,20.0,219.0,176.0,229.0,411.0,127.0,721.0,2704.0,965.0,30.0,300.0,643.0,632.0,6588.0,688.0,734.0,524.0,9821.0,139.0,213.0,1513.0,461.0,2969.0,117.0,22035.0,648.0,10020.0,335.0,23.0,0.0,15.0,644.0,25264.0,22578.0,23.0,1193.0,47.0,4211.0,8598.0,4030.0,827.0,1299.0,5934.0,200.0,2075.0,8427.0,1292.0,9545.0,1604.0,456.0,2262.0,1555.0,57536.0,1401.0,368.0,16291.0,482.0,2266.0,1628.0,5076.0,1264.0,1081.0,2407.0,1742.0,350.0,2253.0,112.0
t7,2314.0,854.0,3810.0,1553.0,761.0,9.0,1590.0,208.0,63.0,1230.0,197.0,116.0,2053.0,1905.0,80825.0,70.0,52.0,425.0,6828.0,1681.0,440.0,466.0,13.0,358.0,1690.0,39.0,199.0,214.0,1723.0,815.0,24687.0,754.0,0.0,1210.0,110.0,195.0,3062.0,555.0,710.0,204.0,238.0,173.0,1071.0,10.0,278.0,3030.0,845.0,302.0,115.0,235.0,83.0,429.0,218.0,287.0,24.0,7.0,5007.0,1793.0,141.0,37.0,998.0,999.0,15.0,73.0,8.0,1085.0,540.0,11608.0,14.0,270.0,254.0,965.0,249.0,171.0,269.0,141.0,123.0,0.0,2327.0,239.0,697.0,1350.0,949.0,1567.0,360.0,614.0,371.0,826.0,46.0,23.0,768.0,6695.0,226.0,2171.0,1186.0,82.0,60.0,232.0,249.0,2596.0,21562.0,3614.0,60.0,451.0,243.0,262.0,1049.0,33062.0,204.0,887.0,622.0,291.0,814.0,3295.0,0.0,191.0,151.0,52.0,291.0,973.0,2544.0,16.0,11934.0,631.0,3193.0,449.0,2460.0,741.0,347.0,1424.0,12.0,32.0,1084.0,85.0,1.0,150.0,1242.0,243.0,2236.0,263.0,302.0,278.0,796.0,9.0,357.0,571.0,367.0,442.0,562.0,64.0,13.0,11671.0,80.0,241.0,5263.0,4.0,248.0,496.0,406.0,6.0,751.0,1882.0,2537.0,209.0,14227.0,24.0,13.0,1358.0,322.0,2132.0,348.0,601.0,116.0,1410.0,345.0,930.0,1378.0,29047.0,123.0,0.0,5724.0,479.0,925.0,716.0,138.0,2037.0,928.0,48.0,181.0,22.0,100.0,571.0,63.0,406.0,1887.0,486.0,29.0,10.0,155.0,820.0,2793.0,536.0,467.0,68.0,4628.0,120.0,458.0,2297.0,368.0,1562.0,35.0,10249.0,175.0,2369.0,106.0,147.0,82.0,8.0,339.0,5469.0,12712.0,1.0,541.0,0.0,1709.0,10902.0,918.0,364.0,434.0,2846.0,566.0,789.0,3761.0,526.0,7750.0,486.0,177.0,1600.0,287.0,16728.0,492.0,139.0,11123.0,960.0,666.0,327.0,1669.0,1121.0,158.0,1099.0,619.0,202.0,724.0,28.0
t8,841.0,261.0,1166.0,539.0,350.0,0.0,502.0,125.0,21.0,557.0,11.0,59.0,592.0,253.0,28877.0,61.0,85.0,214.0,4597.0,448.0,130.0,393.0,0.0,186.0,1867.0,35.0,32.0,22.0,814.0,353.0,6730.0,234.0,0.0,1179.0,56.0,12.0,1311.0,86.0,532.0,90.0,241.0,139.0,271.0,0.0,73.0,1073.0,395.0,93.0,68.0,101.0,41.0,88.0,465.0,35.0,31.0,0.0,1421.0,799.0,158.0,109.0,432.0,444.0,0.0,15.0,126.0,389.0,198.0,4536.0,0.0,173.0,94.0,263.0,99.0,22.0,30.0,129.0,22.0,81.0,642.0,186.0,58.0,381.0,346.0,323.0,103.0,513.0,252.0,378.0,59.0,24.0,450.0,2134.0,100.0,754.0,222.0,138.0,19.0,18.0,106.0,870.0,5764.0,1074.0,1.0,164.0,163.0,72.0,243.0,7404.0,52.0,199.0,347.0,59.0,383.0,2148.0,0.0,66.0,93.0,116.0,39.0,651.0,1056.0,3.0,4196.0,469.0,1053.0,168.0,810.0,216.0,67.0,857.0,0.0,16.0,660.0,108.0,0.0,3.0,254.0,266.0,1060.0,71.0,58.0,126.0,212.0,0.0,143.0,155.0,77.0,51.0,506.0,31.0,12.0,3110.0,40.0,332.0,1169.0,0.0,39.0,80.0,70.0,0.0,333.0,662.0,737.0,106.0,6599.0,1.0,56.0,747.0,73.0,328.0,115.0,181.0,0.0,282.0,299.0,184.0,841.0,12804.0,17.0,0.0,1430.0,113.0,484.0,15.0,95.0,1343.0,168.0,39.0,205.0,9.0,37.0,356.0,37.0,307.0,938.0,393.0,0.0,10.0,21.0,537.0,976.0,265.0,214.0,6.0,2081.0,236.0,627.0,1749.0,97.0,451.0,1.0,4723.0,68.0,548.0,27.0,281.0,164.0,35.0,13.0,1245.0,4130.0,0.0,236.0,0.0,598.0,10150.0,266.0,78.0,391.0,1098.0,459.0,451.0,960.0,185.0,4944.0,57.0,11.0,503.0,14.0,3094.0,258.0,14.0,6284.0,699.0,185.0,164.0,450.0,606.0,10.0,579.0,186.0,129.0,237.0,31.0
t9,247.0,126.0,340.0,298.0,134.0,0.0,207.0,14.0,0.0,132.0,7.0,31.0,216.0,25.0,9612.0,39.0,5.0,190.0,2565.0,105.0,33.0,148.0,0.0,34.0,892.0,8.0,29.0,0.0,501.0,85.0,1441.0,157.0,0.0,556.0,49.0,44.0,322.0,5.0,280.0,0.0,127.0,129.0,91.0,0.0,0.0,276.0,73.0,276.0,22.0,13.0,0.0,3.0,657.0,0.0,0.0,0.0,316.0,354.0,103.0,10.0,92.0,114.0,0.0,0.0,76.0,148.0,125.0,2115.0,0.0,44.0,60.0,62.0,0.0,0.0,0.0,237.0,3.0,61.0,211.0,54.0,31.0,73.0,22.0,60.0,0.0,297.0,114.0,40.0,136.0,0.0,294.0,650.0,39.0,290.0,44.0,99.0,0.0,0.0,80.0,595.0,1486.0,757.0,0.0,43.0,19.0,26.0,120.0,1483.0,0.0,123.0,37.0,0.0,158.0,1418.0,0.0,18.0,19.0,3.0,13.0,270.0,225.0,1.0,1708.0,189.0,585.0,12.0,210.0,32.0,0.0,349.0,0.0,4.0,385.0,48.0,13.0,1.0,116.0,200.0,558.0,3.0,0.0,22.0,66.0,0.0,41.0,9.0,29.0,0.0,151.0,20.0,0.0,515.0,0.0,171.0,297.0,0.0,8.0,52.0,82.0,0.0,213.0,123.0,233.0,135.0,1914.0,0.0,27.0,402.0,8.0,111.0,0.0,82.0,0.0,115.0,24.0,53.0,439.0,4186.0,0.0,0.0,253.0,1.0,144.0,0.0,19.0,358.0,88.0,0.0,13.0,0.0,16.0,390.0,0.0,54.0,264.0,82.0,0.0,0.0,0.0,254.0,515.0,36.0,118.0,4.0,915.0,147.0,155.0,1546.0,52.0,75.0,0.0,1436.0,0.0,8.0,0.0,77.0,91.0,93.0,11.0,215.0,1225.0,0.0,43.0,9.0,309.0,6136.0,294.0,14.0,449.0,205.0,384.0,133.0,147.0,107.0,2465.0,0.0,8.0,76.0,3.0,654.0,106.0,5.0,2491.0,741.0,57.0,102.0,120.0,204.0,1.0,191.0,36.0,354.0,78.0,23.0
t10,140.0,95.0,68.0,136.0,14.0,0.0,48.0,0.0,0.0,23.0,0.0,0.0,46.0,36.0,2816.0,0.0,8.0,208.0,1076.0,8.0,7.0,28.0,0.0,0.0,150.0,0.0,6.0,0.0,283.0,6.0,483.0,72.0,0.0,439.0,0.0,58.0,51.0,1.0,206.0,0.0,11.0,77.0,15.0,3.0,0.0,186.0,24.0,472.0,0.0,16.0,0.0,39.0,263.0,0.0,0.0,0.0,77.0,125.0,3.0,0.0,55.0,101.0,13.0,0.0,10.0,17.0,37.0,498.0,0.0,11.0,59.0,2.0,0.0,25.0,23.0,151.0,0.0,6.0,19.0,38.0,36.0,8.0,13.0,0.0,0.0,403.0,51.0,17.0,14.0,0.0,63.0,142.0,0.0,29.0,0.0,135.0,0.0,0.0,116.0,311.0,236.0,75.0,0.0,0.0,0.0,0.0,48.0,214.0,0.0,13.0,10.0,37.0,54.0,1169.0,0.0,0.0,0.0,17.0,0.0,92.0,70.0,0.0,545.0,83.0,129.0,6.0,61.0,39.0,0.0,23.0,0.0,0.0,130.0,44.0,0.0,0.0,22.0,15.0,203.0,8.0,5.0,0.0,35.0,0.0,0.0,9.0,8.0,0.0,15.0,3.0,0.0,53.0,0.0,195.0,110.0,0.0,0.0,50.0,0.0,0.0,86.0,6.0,9.0,99.0,391.0,0.0,12.0,85.0,56.0,6.0,0.0,80.0,0.0,33.0,3.0,27.0,105.0,1069.0,0.0,0.0,79.0,0.0,135.0,0.0,0.0,14.0,72.0,4.0,0.0,0.0,0.0,51.0,0.0,38.0,82.0,22.0,0.0,0.0,0.0,191.0,95.0,0.0,4.0,6.0,364.0,173.0,183.0,735.0,10.0,5.0,0.0,683.0,0.0,0.0,0.0,18.0,71.0,85.0,0.0,41.0,383.0,0.0,14.0,32.0,312.0,3379.0,96.0,0.0,399.0,99.0,158.0,14.0,91.0,58.0,1209.0,0.0,0.0,3.0,0.0,273.0,30.0,0.0,875.0,656.0,4.0,5.0,8.0,84.0,0.0,109.0,0.0,292.0,3.0,0.0
